unique_id,ds,cutoff,DLinear,DeepNPTS,KAN,MLP,NBEATS,NHITS,NLinear,PatchTST,TFT,TiDE,y,SeasonalNaive
T000000,1994-01-31,1993-10-31,6100.206,5798.45,5856.5117,5828.638,5845.0737,5832.714,5779.478,5800.3657,5830.741,5810.407,5809.05,5531.5
T000000,1994-04-30,1993-10-31,6207.1978,5798.4316,5926.921,5870.8716,5875.0034,5872.465,5806.693,5800.325,5879.5127,5856.673,5707.05,5670.6
T000000,1994-07-31,1993-10-31,6160.6143,5798.45,5937.126,5916.1504,5911.4033,5915.421,5798.596,5800.9575,5903.9966,5880.82,5661.75,5730.0
T000000,1994-10-31,1993-10-31,6025.1606,5798.45,5968.7183,5937.508,5932.5347,5943.8086,5828.5806,5802.413,5917.0176,5892.396,6176.6,5798.45
T000001,1994-01-31,1993-10-31,4209.563,4090.0,4187.723,4225.15,4212.947,4211.067,4050.9941,4095.725,4190.9937,4188.8823,4240.2,3799.2
T000001,1994-04-30,1993-10-31,4320.1875,4089.9626,4220.088,4303.1553,4302.6455,4294.5625,4099.832,4096.0854,4273.717,4220.5103,4320.8,3972.6
T000001,1994-07-31,1993-10-31,4359.105,4089.9915,4318.5596,4416.8584,4399.719,4356.415,4159.5884,4096.923,4320.502,4355.467,4268.4,4078.2
T000001,1994-10-31,1993-10-31,4252.569,4090.0,4379.351,4454.14,4488.8496,4410.1123,4136.909,4099.8345,4376.6045,4332.04,4292.6,4090.0
T000002,1994-01-31,1993-10-31,5916.619,5800.1035,5874.2163,5874.915,5957.17,5940.4707,5709.414,5805.8867,5957.0156,5795.085,5853.55,5405.5
T000002,1994-04-30,1993-10-31,6202.212,5800.6606,5974.5894,6083.328,6066.4795,5975.825,5886.9614,5805.3164,6025.1206,5989.353,5948.0,5935.5
T000002,1994-07-31,1993-10-31,6156.658,5800.652,6057.807,6117.746,6161.001,6034.9487,5916.33,5808.1924,6013.2256,6027.38,5970.0,5864.65
T000002,1994-10-31,1993-10-31,5998.7183,5800.1,6094.693,6131.5576,6308.7207,6018.079,5848.335,5813.9004,6013.76,6056.283,5692.0,5800.1
T000003,1994-01-31,1993-10-31,4483.2603,4065.4333,4229.2466,4495.221,4106.1304,4347.813,4159.8687,4073.248,4293.447,4262.2803,3940.2,4713.0
T000003,1994-04-30,1993-10-31,4513.47,4096.054,4041.4363,4562.7896,4001.8425,4326.318,4135.5254,4073.542,4356.4062,4125.2256,3686.8,4201.0
T000003,1994-07-31,1993-10-31,4489.3135,4072.0952,4134.001,4566.0293,4009.4836,4369.376,4141.321,4075.2732,4355.171,4127.546,3816.6,4085.8
T000003,1994-10-31,1993-10-31,4196.8057,4065.0,4052.276,4601.3257,3912.849,4345.288,3958.2144,4080.228,4362.015,3962.33,2993.6,4065.0
T000004,1994-01-31,1993-10-31,5608.744,5672.0,5962.998,6017.0044,5973.226,5994.5596,5578.716,5684.451,5880.7417,5860.1465,5963.0,4536.47
T000004,1994-04-30,1993-10-31,5740.676,5671.7227,6122.588,6348.0444,6247.815,6259.2124,5532.1533,5682.648,6159.245,5941.165,6143.0,4729.85
T000004,1994-07-31,1993-10-31,5818.904,5671.9897,6364.374,6747.258,6514.206,6466.5757,5616.89,5689.9795,6408.206,6257.3877,6636.0,5230.25
T000004,1994-10-31,1993-10-31,5896.931,5672.0,6700.509,6990.12,6843.8115,6682.3877,5852.213,5703.664,6562.999,6505.503,6908.0,5672.0
T000005,1994-01-31,1993-10-31,8563.936,8124.479,8122.698,8179.8857,8024.525,8109.4385,8082.685,8157.6553,8219.089,8009.3447,8164.6,8202.2
T000005,1994-04-30,1993-10-31,8755.303,8242.234,8238.509,8257.57,8057.0527,8146.951,8227.849,8202.072,8261.311,8100.9385,8129.8,8287.2
T000005,1994-07-31,1993-10-31,8795.022,8287.377,8289.446,8324.809,8205.781,8177.461,8288.7295,8258.758,8408.237,8242.144,8352.0,8287.4
T000005,1994-10-31,1993-10-31,8461.668,8117.0,8179.3433,8206.958,8224.578,8203.489,8095.306,8170.582,8236.513,8132.852,8308.4,8117.0
T000006,1993-10-31,1993-07-31,9252.202,8662.2,8603.627,8623.209,8739.094,8876.546,8751.317,8663.758,8709.854,8663.928,9080.78,8353.32
T000006,1994-01-31,1993-07-31,9300.399,8662.135,8506.251,8726.304,8797.721,9093.613,8580.094,8660.147,8658.476,8565.916,9012.34,8586.87
T000006,1994-04-30,1993-07-31,9233.67,8662.184,8583.726,8734.154,8829.62,9248.228,8520.571,8668.083,8760.456,8657.986,9120.59,8519.06
T000006,1994-07-31,1993-07-31,9084.524,8662.2,8666.692,8765.89,8869.908,9526.532,8684.014,8678.684,8829.809,8621.487,9391.41,8662.2
T000007,1993-10-31,1993-07-31,3246.0723,3144.4985,2947.7249,3096.4832,3060.7725,2983.6743,3116.046,3142.4033,3141.6272,2929.8286,2797.0,2893.0
T000007,1994-01-31,1993-07-31,3188.5334,3144.301,2911.7134,3207.913,2963.2395,2996.9353,3076.3213,3137.678,3187.7354,2984.1506,2876.5,2869.5
T000007,1994-04-30,1993-07-31,3190.1375,3144.4944,2908.875,3268.498,3044.5923,3013.8616,3061.722,3146.9736,3199.8342,3131.9275,3324.5,2934.5
T000007,1994-07-31,1993-07-31,3147.4915,3144.5,2999.7944,3320.2808,2973.9558,3069.6042,3164.4692,3157.758,3249.1748,3286.7773,3495.5,3144.5
T000008,1994-01-31,1993-10-31,6260.408,5890.2,5901.671,5932.917,5900.0024,5905.2256,5928.1846,5888.3423,5926.583,5889.7227,6246.25,6093.05
T000008,1994-04-30,1993-10-31,6295.374,5890.944,5893.5312,5848.083,5932.1226,5906.5923,5845.152,5884.991,5872.978,5846.5,6408.55,5993.4
T000008,1994-07-31,1993-10-31,6128.8247,5889.471,5720.68,5596.7026,5914.6797,5768.2344,5673.2954,5891.4766,5709.5957,5778.3774,6390.6,5675.95
T000008,1994-10-31,1993-10-31,6105.0073,5890.2,5951.823,5909.6567,6042.1934,5853.005,5872.537,5898.8047,5912.5107,5929.8945,6735.1,5890.2
T000009,1994-01-31,1993-10-31,7545.557,7292.759,7210.347,7259.7036,7181.9604,7234.724,7255.4873,7310.498,6894.901,7244.7646,7525.5,6729.34
T000009,1994-04-30,1993-10-31,7655.836,7307.7656,7211.266,7239.079,7230.419,6969.622,7231.6523,7309.353,6940.1167,7257.9385,7893.78,6675.46
T000009,1994-07-31,1993-10-31,7916.9927,7307.9546,7520.587,7501.1377,7729.3467,7475.246,7370.6123,7312.4233,7344.962,7741.338,8223.88,7142.94
T000009,1994-10-31,1993-10-31,7680.3193,7308.06,7593.715,7527.6323,7933.84,7714.4116,7386.6255,7317.1963,7502.4946,7798.707,8904.28,7308.06
T000010,1994-01-31,1993-10-31,6407.2075,6146.8,6254.0957,6334.6167,6277.2104,6334.24,6149.6016,6152.637,6221.9756,6304.055,6111.9,5921.4
T000010,1994-04-30,1993-10-31,6463.45,6146.7085,6278.3267,6432.2188,6378.861,6353.225,6086.2803,6152.382,6329.319,6282.379,6226.35,5837.9
T000010,1994-07-31,1993-10-31,6444.6504,6146.797,6390.8633,6581.1816,6476.8843,6465.0996,6113.0264,6154.589,6421.087,6383.3047,6308.9,5981.7
T000010,1994-10-31,1993-10-31,6370.1797,6146.8,6504.996,6662.045,6584.426,6457.042,6199.628,6159.4,6480.549,6453.1504,6431.1,6146.8
T000011,1994-01-31,1993-10-31,8061.83,7688.1074,7780.501,7701.672,7786.176,7816.7686,7624.002,7686.9966,7677.253,7737.6855,7723.1,7543.4
T000011,1994-04-30,1993-10-31,8249.39,7696.908,8000.006,8073.347,7882.9595,7957.588,7830.1577,7683.1143,7675.593,7840.838,7946.0,8054.4
T000011,1994-07-31,1993-10-31,8200.812,7733.0566,7902.999,7854.455,7914.952,7980.9707,7792.215,7691.11,7662.927,7868.588,7853.6,7834.3
T000011,1994-10-31,1993-10-31,8037.843,7688.1,7827.6143,7779.7534,8080.7944,8047.945,7695.2866,7700.6035,7657.1113,7815.8394,7931.3,7688.1
T000012,1994-01-31,1993-10-31,5501.0786,5178.959,5180.856,5248.625,5285.47,5213.179,5209.267,5259.3716,5320.8774,5256.6763,5984.3,4848.2
T000012,1994-04-30,1993-10-31,5603.6274,5254.937,5220.2007,5317.707,5332.3276,5243.442,5254.183,5259.2236,5437.1733,5288.4053,6408.9,4993.6
