unique_id,ds,cutoff,AutoTFT,AutoNBEATS,AutoTiDE,AutoNLinear,AutoKAN,AutoMLP,AutoDLinear,AutoNHITS,AutoDeepNPTS,AutoPatchTST,y,SeasonalNaive,fold
102_fold0_x0,2019-06-05,2019-06-04,-0.06556975,-0.009544659,-0.07688258,-0.06744933,0.0065452773,-0.044860594,-0.02672742,-0.06601255,-0.05968477,-0.060696863,-0.04237834279201106,-0.07352033163474567,0
102_fold0_x0,2019-06-06,2019-06-04,-0.0097996,0.039523598,-0.00045583583,0.015479481,0.025540521,0.04332292,0.08605398,0.0065863505,0.008135468,-0.0054063573,0.42636228237535684,0.075209511631418,0
102_fold0_x0,2019-06-07,2019-06-04,0.040699437,0.013529841,0.03958839,0.067252815,0.036033444,0.040544324,0.08593495,0.054871727,0.044115588,0.011649571,0.6094556995369519,0.1723939940544347,0
102_fold0_x0,2019-06-08,2019-06-04,0.00092057884,-0.05242144,-0.03450585,-0.056408383,-0.048516713,-0.00260856,-0.03763345,-0.053871002,-0.038673967,-0.07213821,0.5418024134303214,0.09292822942124974,0
102_fold0_x0,2019-06-09,2019-06-04,-0.05487583,-0.09199122,-0.09424878,-0.11426864,-0.11510451,-0.0034650937,-0.0846551,-0.117500946,-0.07320845,-0.115176775,-0.08318508679283577,-0.20882690384800653,0
102_fold0_x0,2019-06-10,2019-06-04,-0.037251286,-0.11990604,-0.11184487,-0.09940191,-0.06669426,-0.007011898,-0.08452914,-0.11463669,-0.09801741,-0.11212736,-0.15728154300485958,-0.2141962122691677,0
102_fold0_x0,2019-06-11,2019-06-04,-0.033113085,-0.060821667,0.02810225,-0.030893628,0.025807405,0.004824333,-0.035468273,-0.05241665,-0.022132188,-0.07595296,0.08272654342104359,-0.25124444037517957,0
102_fold0_x0,2019-06-12,2019-06-04,-0.023473792,-0.002605863,-0.009170017,0.007907318,0.06425101,0.04925205,0.08575773,0.007815592,0.013481483,-0.056772918,0.07520951163141797,-0.135804309320215,0
102_fold0_x0,2019-06-13,2019-06-04,0.004450731,0.059108283,0.076217376,0.06671275,0.0840581,0.08063057,0.13410094,0.048060745,0.06864286,-0.0029548071,0.13319804257995835,-0.01929031658101818,0
102_fold0_x0,2019-06-14,2019-06-04,0.04286695,0.05406328,0.060537435,0.083887085,0.088499464,0.07856512,0.11280374,0.080706835,0.05564797,-0.0063143596,0.12621794163244884,0.17991102584406038,0
102_fold0_x0,2019-06-15,2019-06-04,0.013974585,-0.014511351,-0.0327307,-0.058139876,-0.043349072,0.018227488,-0.029084064,-0.045550536,-0.028573543,-0.08364291,-0.1363412401623311,0.02420108163038712,0
102_fold0_x0,2019-06-16,2019-06-04,-0.04488557,-0.027894646,-0.08295696,-0.093805805,-0.12379891,0.0019866526,-0.09421623,-0.1218403,-0.0705553,-0.11076693,-0.16211392058390456,-0.13311965510963444,0
