unique_id,ds,cutoff,DLinear,DeepNPTS,KAN,MLP,NBEATS,NHITS,NLinear,PatchTST,TFT,TiDE,y,SeasonalNaive
T000000,1993-12-31,1993-09-30,8888.613,8947.946,9104.113,8760.598,7553.1074,7933.1343,7427.712,11019.686,7604.5977,7917.9766,7672.665,6915.52
T000000,1994-03-31,1993-09-30,7233.676,6723.8496,7601.9326,6850.484,5909.5864,6416.176,6239.2354,9646.762,6776.66,6322.6606,6407.285,5696.01
T000000,1994-06-30,1993-09-30,11834.07,9616.1455,11611.064,10758.947,10367.03,10076.67,10881.574,13142.764,11512.719,10542.264,10330.3,9507.025
T000000,1994-09-30,1993-09-30,18620.055,17462.707,19086.3,18520.139,18755.672,18946.328,17864.809,19420.125,18152.068,18975.143,6995.05,17469.63
T000001,1993-12-31,1993-09-30,384792.7,392281.6,394260.6,392538.4,371423.0,363373.2,366800.2,411140.66,385983.44,374527.2,386096.5,348666.69
T000001,1994-03-31,1993-09-30,320610.56,320114.34,367675.03,319632.12,298729.38,312364.66,312243.7,366439.94,332499.28,309682.1,304618.082,289378.83
T000001,1994-06-30,1993-09-30,402066.53,366597.25,415333.66,396573.12,382605.88,381447.34,391206.53,434625.3,408104.7,388665.7,417078.1932,361884.6
T000001,1994-09-30,1993-09-30,562511.4,540752.0,568109.0,577723.5,577867.75,572179.4,549455.25,583114.56,561480.9,574268.4,199405.116,540909.5
T000002,2006-03-31,2005-12-31,309122.9,271325.72,284170.2,282084.8,308396.4,293427.2,266414.75,306354.62,278429.97,292566.12,264012.0,260754.0
T000002,2006-06-30,2005-12-31,231990.58,293881.47,295614.2,267228.88,283311.38,283764.6,301588.06,323657.47,305503.5,283630.78,300244.0,293599.0
T000002,2006-09-30,2005-12-31,277156.75,275457.66,287497.38,321213.78,315026.75,284301.97,287115.94,306043.16,287302.5,292639.6,276400.0,274916.0
T000002,2006-12-31,2005-12-31,353621.75,313787.62,323109.5,351605.78,353387.94,343542.06,319917.88,320769.9,323263.5,358271.8,318369.0,313820.0
T000003,2006-03-31,2005-12-31,88326.086,78950.05,78639.695,83750.836,91224.02,84990.55,77691.36,92089.35,76655.79,84942.78,80207.0,74078.0
T000003,2006-06-30,2005-12-31,62454.66,73241.67,73741.5,67209.78,74796.195,73567.35,76759.99,80748.66,75656.57,70976.93,76102.0,70931.0
T000003,2006-09-30,2005-12-31,71276.766,68782.97,76668.305,79298.695,82250.74,73878.69,73513.98,80349.17,71268.42,74666.17,75129.0,68004.0
T000003,2006-12-31,2005-12-31,103703.836,95808.91,98946.55,107237.23,107392.734,104515.42,97485.555,99783.17,99108.74,105225.55,104259.0,95829.0
T000004,2006-03-31,2005-12-31,142716.64,120642.56,133981.19,129624.32,145584.94,148451.38,132601.44,137133.67,124908.75,140176.31,127910.0,114837.0
T000004,2006-06-30,2005-12-31,111140.56,132268.45,134213.48,131643.69,139568.22,134592.88,148877.77,153508.5,136882.62,134499.31,142113.0,131353.0
T000004,2006-09-30,2005-12-31,120883.69,136089.5,139001.58,155592.77,152476.47,133274.5,140485.36,151522.73,141202.23,143903.62,139363.0,136027.0
T000004,2006-12-31,2005-12-31,156690.88,143348.0,147158.22,163785.44,164310.47,159953.6,146430.31,146458.0,149839.97,163790.06,154547.0,143360.0
T000005,2006-03-31,2005-12-31,140367.12,123143.2,121838.27,134854.81,145835.38,129682.016,127549.9,133952.78,126737.555,134959.8,131208.0,120415.0
T000005,2006-06-30,2005-12-31,88684.125,107334.35,107285.375,99858.63,107295.72,105503.58,114207.89,112481.42,106925.125,104601.58,113281.0,104971.0
T000005,2006-09-30,2005-12-31,102748.51,103704.914,109706.71,119978.19,120096.7,103181.945,108021.91,112796.58,107877.18,109633.24,110521.0,103051.0
T000005,2006-12-31,2005-12-31,151237.6,136145.73,136305.28,154750.6,153234.1,148710.47,137518.67,140972.19,138970.05,151170.58,161485.0,136164.0
T000006,2006-03-31,2005-12-31,57511.95,48033.758,50560.242,52272.96,57989.234,54479.914,50589.04,58429.227,49004.75,54405.76,48333.0,44596.0
T000006,2006-06-30,2005-12-31,40696.21,51582.375,51307.492,47869.086,51822.387,47690.984,56069.22,61823.453,55402.535,49279.777,52961.0,51049.0
T000006,2006-09-30,2005-12-31,46009.957,47683.09,50922.97,54725.555,56050.17,46776.254,50946.484,57849.184,51853.12,50939.254,47506.0,47459.0
T000006,2006-12-31,2005-12-31,67459.64,61509.69,63830.89,69358.17,69468.516,67206.46,62059.91,63870.54,63893.684,69270.67,65037.0,61521.0
T000007,2006-03-31,2005-12-31,362475.25,317290.12,324063.06,344206.34,355303.12,359901.22,300825.9,320329.75,328567.44,345495.62,320658.0,316826.0
T000007,2006-06-30,2005-12-31,228004.77,271907.38,305363.94,254580.78,256248.72,286120.06,270958.84,297144.28,285922.94,313875.75,305105.0,264510.0
T000007,2006-09-30,2005-12-31,324498.47,303852.84,310016.44,349550.3,345267.75,320438.84,314235.4,294266.34,315678.5,338240.97,336938.0,303540.0
T000007,2006-12-31,2005-12-31,386807.66,325957.22,333220.62,402201.1,370328.6,359197.47,341885.47,333930.06,343061.62,403588.0,348410.0,325972.0
T000008,2006-03-31,2005-12-31,175972.33,147271.88,158840.1,155883.69,174101.06,167622.4,155012.75,160532.19,155237.89,166018.28,173639.0,142300.0
T000008,2006-06-30,2005-12-31,130832.46,160760.67,164488.22,148269.62,158338.6,154227.16,170748.23,179530.02,169381.2,150060.44,160045.0,159844.0
T000008,2006-09-30,2005-12-31,160162.88,171864.19,176647.66,195719.72,189493.06,175330.16,176497.25,184411.56,180601.94,179600.05,179973.0,171954.0
T000008,2006-12-31,2005-12-31,188106.44,168376.06,173277.0,193036.23,191132.58,185166.95,172929.1,171450.06,177773.33,189031.4,204957.0,168382.0
T000009,2006-03-31,2005-12-31,100442.766,92826.26,96090.4,95648.32,106051.16,97054.02,95191.44,111879.31,92937.51,99975.64,99216.0,86979.0
T000009,2006-06-30,2005-12-31,81942.16,104327.9,99679.516,101015.83,104276.016,111392.664,112149.62,119507.79,112219.41,102151.24,136031.0,104594.0
T000009,2006-09-30,2005-12-31,95672.58,84289.03,91867.08,114746.97,108673.72,106043.38,93732.85,108535.234,95690.52,100005.875,95582.0,83742.0
T000009,2006-12-31,2005-12-31,126025.73,115713.36,118585.14,127639.25,127415.766,124836.91,115799.36,120291.62,123274.42,128751.26,123212.0,115734.0
T000010,2006-03-31,2005-12-31,139007.95,132831.88,139446.52,125764.64,148605.5,140149.73,132240.16,169569.38,135177.38,139093.44,118195.0,122959.0
T000010,2006-06-30,2005-12-31,122926.63,149071.55,142988.67,139459.39,156942.72,140229.45,161848.88,180923.02,162421.17,144932.22,152562.0,148731.0
T000010,2006-09-30,2005-12-31,137112.11,125126.05,136524.44,159056.0,159379.78,142637.58,138710.81,164219.62,139764.34,143751.44,127718.0,124408.0
