unique_id,ds,cutoff,AutoNBEATS,AutoTiDE,AutoNLinear,AutoTFT,AutoKAN,AutoMLP,AutoDLinear,AutoNHITS,AutoDeepNPTS,AutoPatchTST,y,fold,SeasonalNaive
T000000,1989-12-31,1988-12-31,5449.6367,5321.8643,5051.497,5236.8833,5245.3794,5256.302,5038.7065,5342.0664,4936.99,5337.185,5379.75,0,4936.99
T000000,1990-12-31,1988-12-31,6071.4287,5745.866,5144.584,5521.3896,5315.2217,5752.427,5138.463,5728.1025,4936.99,5607.729,6158.68,0,4936.99
T000000,1991-12-31,1988-12-31,6660.874,5685.3467,5262.2056,5839.7363,5454.815,6277.4272,5220.9404,6176.8613,4936.99,5610.5566,6876.58,0,4936.99
T000001,1989-12-31,1988-12-31,4247.6934,4436.0166,4399.5063,4290.3364,4322.971,4327.9146,4309.888,4211.754,4230.0,4283.361,4793.2,0,4230.0
T000001,1990-12-31,1988-12-31,4795.292,4674.05,4462.8115,4553.3823,4360.022,4504.8115,4400.418,4221.9194,4230.0,4321.0093,5602.0,0,4230.0
T000001,1991-12-31,1988-12-31,4943.707,4607.2915,4188.994,4663.829,4476.177,4533.0083,4470.7104,4124.5176,4230.0,4333.4336,5065.0,0,4230.0
T000002,1989-12-31,1988-12-31,3471.2788,3742.9482,3650.0374,3557.6829,3668.4595,3528.5205,3597.0403,3489.1538,3525.2,3670.233,3070.2,0,3525.2
T000002,1990-12-31,1988-12-31,3950.1753,3988.3188,3737.1582,3861.9346,3707.963,3699.6409,3672.1853,3442.6763,3525.2,3769.602,3601.6,0,3525.2
T000002,1991-12-31,1988-12-31,4186.584,3938.8591,3461.5464,4017.6643,3806.115,3714.433,3729.8865,3319.8186,3525.2,3776.9324,3407.4,0,3525.2
T000003,1989-12-31,1988-12-31,5089.223,5145.666,4863.3105,4862.7886,5041.283,4671.8047,4737.6523,4690.324,4632.3,5213.8955,4656.0,0,4632.3
T000003,1990-12-31,1988-12-31,5481.4355,5703.25,5004.827,5071.3994,5101.641,4958.341,4829.245,4736.1,4632.3,5603.5303,5228.52,0,4632.3
T000003,1991-12-31,1988-12-31,5568.879,5642.552,4931.3877,5294.444,5228.689,5265.2783,4906.4365,4812.1846,4632.3,5603.5864,5656.72,0,4632.3
T000004,1989-12-31,1988-12-31,5624.217,5874.033,5721.175,5640.1235,5940.7705,5643.0864,5605.4624,5755.092,5488.8,5684.674,5250.9,0,5488.8
T000004,1990-12-31,1988-12-31,5851.189,6231.696,5873.9336,5926.1865,6006.053,5868.1953,5702.6436,5835.66,5488.8,5799.9385,4899.2,0,5488.8
T000004,1991-12-31,1988-12-31,5641.319,6307.4585,5730.213,6079.6694,6169.1763,6106.647,5792.2466,5728.846,5488.8,5816.8115,4317.9,0,5488.8
T000005,1989-12-31,1988-12-31,4237.6943,4213.0938,4159.4033,4240.188,4202.1606,4200.333,4172.6626,4255.4717,4094.63,4138.2817,4338.03,0,4094.63
T000005,1990-12-31,1988-12-31,4365.6943,4321.091,4210.594,4344.244,4221.8716,4325.2544,4253.019,4428.487,4094.63,4162.011,4185.92,0,4094.63
T000005,1991-12-31,1988-12-31,4454.068,4347.7627,4204.2407,4468.1567,4338.6016,4466.488,4319.2197,4601.022,4094.63,4168.2324,3950.49,0,4094.63
T000006,1989-12-31,1988-12-31,5408.2305,5374.623,5423.7007,5306.191,5375.1895,5505.6523,5229.31,5282.5513,5128.51,5338.7734,5163.21,0,5128.51
T000006,1990-12-31,1988-12-31,5645.9062,5614.091,5494.6274,5551.5933,5417.781,5772.8584,5326.5903,5460.839,5128.51,5473.3174,5089.94,0,5128.51
T000006,1991-12-31,1988-12-31,5709.3184,5643.013,5356.908,5798.933,5565.603,6024.529,5410.747,5531.5923,5128.51,5478.4624,4786.4,0,5128.51
T000007,1989-12-31,1988-12-31,9142.599,10065.771,8638.771,9002.006,8899.676,8890.053,8477.111,8821.115,8288.37,8654.106,8809.8,0,8288.37
T000007,1990-12-31,1988-12-31,10562.462,12153.373,9111.064,9786.008,9001.443,10464.537,8685.37,9588.559,8288.37,8903.958,8953.5,0,8288.37
T000007,1991-12-31,1988-12-31,12058.034,11409.646,9203.98,10666.146,9068.961,12068.252,8839.255,10377.389,8288.37,9014.091,7991.01,0,8288.37
T000008,1989-12-31,1988-12-31,5252.265,5478.1685,5245.1826,5296.658,5575.991,5235.049,5246.3,5257.3394,5132.45,5181.035,6277.6,0,5132.45
T000008,1990-12-31,1988-12-31,5732.5615,5457.2397,5290.1367,5602.9507,5528.872,5328.2017,5308.9897,5241.3613,5132.45,5053.9634,7446.28,0,5132.45
