unique_id,ds,cutoff,AutoTFT,AutoNBEATS,AutoTiDE,AutoNLinear,AutoKAN,AutoMLP,AutoDLinear,AutoNHITS,AutoDeepNPTS,AutoPatchTST,y,SeasonalNaive,fold
3_fold0_x0,2010-09-13,2010-09-12,2.2592535,2.226871,2.2180538,2.223672,2.2647116,2.291293,2.2338924,2.2319982,2.208842,2.2200334,2.23523484348355,2.370819706415961,0
3_fold0_x0,2010-09-14,2010-09-12,2.2621536,2.2319589,2.2199833,2.2613049,2.2648292,2.2669907,2.2168136,2.2375143,2.2110133,2.2371488,2.2457380309747155,2.370819706415961,0
3_fold0_x0,2010-09-15,2010-09-12,2.2631023,2.235319,2.2208605,2.270091,2.2837765,2.2530758,2.1917133,2.226437,2.208715,2.2399442,2.2660556723510705,2.314247893280483,0
3_fold0_x0,2010-09-16,2010-09-12,2.2634113,2.2513652,2.2256274,2.2702677,2.2623768,2.2480016,2.191677,2.2377262,2.2058434,2.2427266,2.185751247042929,2.3917304239530184,0
3_fold0_x0,2010-09-17,2010-09-12,2.2634673,2.232083,2.2168102,2.2794302,2.2264407,2.2352397,2.2061672,2.2206233,2.2034934,2.2461433,2.159675027461036,2.469605150151183,0
3_fold0_x0,2010-09-18,2010-09-12,2.263476,2.2294774,2.2212043,2.2762432,2.294174,2.2189713,2.1834764,2.2210333,2.2085474,2.2449725,2.17370797468284,2.4464943113728066,0
3_fold0_x0,2010-09-19,2010-09-12,2.263477,2.2437139,2.2040768,2.2653823,2.2990868,2.2202444,2.1825466,2.2313125,2.2070138,2.2546992,2.1739853812741368,2.4864025975414257,0
3_fold0_x0,2010-09-20,2010-09-12,2.2634773,2.2502708,2.2309463,2.2565153,2.3531907,2.220342,2.1929643,2.2335749,2.2024536,2.2639558,2.1848233698237647,2.497278849069165,0
3_fold0_x0,2010-09-21,2010-09-12,2.2634773,2.2559664,2.2089858,2.229801,2.3523197,2.2139955,2.21666,2.219139,2.211544,2.2618344,2.226577844686187,2.497278849069165,0
3_fold0_x0,2010-09-22,2010-09-12,2.2634773,2.2321353,2.2170112,2.2921433,2.2868197,2.1974168,2.1821563,2.2215366,2.2104232,2.2453697,2.2416056293388467,2.5240629337460905,0
3_fold0_x0,2010-09-23,2010-09-12,2.2634773,2.2328832,2.2091677,2.2401981,2.3126013,2.213583,2.17579,2.2176068,2.2073236,2.2527885,2.0203212611847987,2.41759619715531,0
3_fold0_x0,2010-09-24,2010-09-12,2.2634773,2.240319,2.2058659,2.2588658,2.2873535,2.1985977,2.15915,2.2122135,2.2109275,2.2589881,2.1090626731661732,2.4814762391097767,0
3_fold0_x0,2010-09-25,2010-09-12,2.2634773,2.2498016,2.2073123,2.28306,2.3035128,2.1995962,2.1749191,2.2173836,2.2132146,2.2613244,2.0874153933005,2.3439112670601783,0
