unique_id,ds,cutoff,DLinear,DeepNPTS,KAN,MLP,NBEATS,NHITS,NLinear,PatchTST,TFT,TiDE,y,SeasonalNaive
T000000,1992-12-31,1991-12-31,7030.5273,6876.5757,7237.9575,7490.656,7584.2593,7649.5005,7093.9204,6945.481,7815.032,7623.1533,7851.91,6876.58
T000000,1993-12-31,1991-12-31,7172.63,6876.577,7397.599,7983.1953,8402.053,8308.975,7116.3325,6981.1016,8493.157,8298.076,8407.84,6876.58
T000000,1994-12-31,1991-12-31,7274.4453,6876.576,7586.0376,8665.202,9209.856,8766.4,7220.107,7059.478,9247.686,8814.476,9156.01,6876.58
T000001,1992-12-31,1991-12-31,5150.419,5064.9995,4939.7505,5114.483,4703.307,5129.2773,4898.1606,5104.567,4967.167,5207.1636,5056.0,5065.0
T000001,1993-12-31,1991-12-31,5269.393,5064.9995,5018.019,5401.579,4465.2026,5250.185,5188.7783,5123.2495,5220.809,5238.7363,5067.2,5065.0
T000001,1994-12-31,1991-12-31,5333.6367,5065.0,5227.249,5649.101,4628.718,5388.162,4785.0684,5160.4165,5482.215,5131.7246,5209.6,5065.0
T000002,1992-12-31,1991-12-31,3473.3943,3407.4,3373.4036,3464.2957,3554.22,3494.0874,3298.8828,3423.9448,3582.7795,3398.036,3500.6,3407.4
T000002,1993-12-31,1991-12-31,3554.5469,3407.4,3440.7053,3575.0256,3591.711,3540.3872,3424.8364,3433.0356,3551.773,3473.2559,3437.8,3407.4
T000002,1994-12-31,1991-12-31,3598.152,3407.4,3576.8018,3666.3896,3852.7139,3587.2947,3121.552,3448.6626,3711.5454,3448.5193,3007.0,3407.4
T000003,1992-12-31,1991-12-31,5779.2036,5656.7173,5896.8506,6205.423,5911.433,6149.861,5720.508,5711.4653,6393.711,6017.3076,5077.02,5656.72
T000003,1993-12-31,1991-12-31,5897.609,5656.718,6031.3516,6485.2705,5957.553,6585.832,5867.5747,5735.7075,6853.658,6283.823,5403.4,5656.72
T000003,1994-12-31,1991-12-31,5977.113,5656.718,6198.5186,6844.9116,6155.3936,6933.463,5745.6616,5793.8926,7229.0664,6656.909,5009.52,5656.72
T000004,1992-12-31,1991-12-31,4375.1074,4317.9,4220.8486,4316.7886,4532.5254,4451.0044,4161.838,4368.078,4268.818,4467.333,4007.9,4317.9
T000004,1993-12-31,1991-12-31,4460.9863,4317.9,4205.3735,4543.7935,4816.558,4679.1294,4492.4985,4360.5356,4183.3643,4462.759,4323.4,4317.9
T000004,1994-12-31,1991-12-31,4493.8257,4317.9,4338.293,4650.445,5001.706,4921.006,4147.746,4333.011,4288.8135,4755.2676,4819.4,4317.9
