unique_id,ds,cutoff,AutoNBEATS,AutoTiDE,AutoNLinear,AutoTFT,AutoKAN,AutoMLP,AutoDLinear,AutoNHITS,AutoDeepNPTS,AutoPatchTST,y,fold,SeasonalNaive
T000000,1993-01-31,1992-10-31,5489.535,5494.4395,5505.0923,5521.8887,5524.2803,5465.3125,5421.6973,5540.224,5511.55,5544.7856,5531.5,0,5551.25
T000000,1993-04-30,1992-10-31,5513.5283,5571.849,5524.472,5522.8496,5590.56,5495.0146,5650.8354,5572.709,5511.55,5592.8257,5670.6,0,5592.15
T000000,1993-07-31,1992-10-31,5535.1,5536.5757,5520.4204,5543.792,5589.874,5490.559,5669.2837,5540.648,5511.548,5510.379,5730.0,0,5481.6
T000000,1993-10-31,1992-10-31,5551.1963,5600.7085,5535.554,5559.358,5534.2075,5490.259,5670.9507,5570.219,5511.55,5520.6787,5798.45,0,5511.55
T000001,1993-01-31,1992-10-31,3737.149,3776.302,3609.0894,3694.8994,3678.4062,3679.6484,3521.9094,3672.5527,3629.3997,3626.0386,3799.2,0,3342.2
T000001,1993-04-30,1992-10-31,3795.603,3819.685,3637.4854,3775.6443,3736.9878,3786.0198,3693.953,3721.0479,3629.4004,3640.1555,3972.6,0,3404.4
T000001,1993-07-31,1992-10-31,3886.6125,3917.6636,3684.806,3861.0725,3812.9578,3920.8936,3797.3567,3789.6648,3629.4133,3643.9724,4078.2,0,3638.4
T000001,1993-10-31,1992-10-31,3915.3342,3909.5002,3658.1006,3945.1084,3772.053,3959.5027,3762.831,3816.9084,3629.4,3644.2637,4090.0,0,3629.4
T000002,1993-01-31,1992-10-31,5559.875,5634.1367,5307.919,5506.86,5549.078,5498.7363,5183.527,5444.9473,5383.649,5413.2407,5405.5,0,4863.54
T000002,1993-04-30,1992-10-31,5713.717,5812.329,5421.399,5684.239,5627.6826,5748.1885,5477.21,5553.307,5383.647,5476.337,5935.5,0,5080.75
T000002,1993-07-31,1992-10-31,5755.773,5835.985,5399.393,5798.293,5656.381,5895.076,5544.8765,5620.0234,5383.536,5560.008,5864.65,0,5326.9
T000002,1993-10-31,1992-10-31,5784.389,5917.224,5400.306,6042.5776,5663.3667,6004.039,5566.5674,5671.505,5383.6494,5609.915,5800.1,0,5383.65
T000003,1993-01-31,1992-10-31,4243.546,4252.341,4097.317,4514.014,4492.5786,4376.456,4056.0034,4370.885,4068.2114,4465.6445,4713.0,0,4904.6
T000003,1993-04-30,1992-10-31,4412.402,4389.5967,4256.1323,4651.3105,4543.9917,4424.85,4371.8667,4469.13,5013.9766,4677.596,4201.0,0,5014.0
T000003,1993-07-31,1992-10-31,4463.048,4485.625,4381.1206,4582.2617,4544.426,4505.9414,4580.8887,4492.3667,5022.9517,4798.8213,4085.8,0,5023.2
T000003,1993-10-31,1992-10-31,4105.14,4166.679,4075.5042,4573.7207,4178.241,4319.6406,4173.3076,4162.9707,4068.2346,4176.0786,4065.0,0,4068.2
T000004,1993-01-31,1992-10-31,4047.5286,4049.3015,3923.248,4245.1494,3946.7188,4027.4426,3816.5032,3979.6252,4044.275,4114.742,4536.47,0,3252.58
