unique_id,ds,cutoff,AutoTFT,AutoNBEATS,AutoTiDE,AutoNLinear,AutoKAN,AutoMLP,AutoDLinear,AutoNHITS,AutoDeepNPTS,AutoPatchTST,y,SeasonalNaive,fold
0_fold0_x0,2010-09-13,2010-09-12,0.20895469,0.21685733,0.1984767,0.20933402,0.19924404,0.22090784,0.21437003,0.20963708,0.21442765,0.21502042,0.2400998570077513,0.1112151073760919,0
0_fold0_x0,2010-09-14,2010-09-12,0.20899454,0.22700113,0.21771213,0.20902923,0.20792174,0.26162708,0.2174806,0.21520412,0.21442765,0.21776053,0.2198200758744986,0.1112151073760919,0
0_fold0_x0,2010-09-15,2010-09-12,0.20875052,0.22272289,0.19362581,0.19352439,0.22170821,0.250517,0.22002617,0.22094998,0.21442765,0.22090834,0.2399834737587798,0.0364194727038544,0
0_fold0_x0,2010-09-16,2010-09-12,0.20845243,0.18174018,0.18122545,0.1885655,0.2362464,0.2650683,0.22054912,0.22739713,0.21442765,0.22079274,0.2101311703976363,-0.0197160477166472,0
0_fold0_x0,2010-09-17,2010-09-12,0.2081961,0.17804107,0.17028919,0.18517734,0.25253212,0.24570522,0.22097358,0.2287246,0.21442765,0.22024703,0.2058249901856962,-0.0192117203044376,0
0_fold0_x0,2010-09-18,2010-09-12,0.2079925,0.15393521,0.15393673,0.18475734,0.2554857,0.23974569,0.22117978,0.22745779,0.21442765,0.2188244,0.2157757579727452,0.0724594854686402,0
0_fold0_x0,2010-09-19,2010-09-12,0.20783591,0.15285724,0.15032062,0.19328849,0.23444046,0.2705643,0.22002167,0.23011556,0.21442765,0.21926707,0.2138942287810408,-0.0134119550640334,0
0_fold0_x0,2010-09-20,2010-09-12,0.2077179,0.1662117,0.13374043,0.19004074,0.22878954,0.27229303,0.22327489,0.23007211,0.21442765,0.22122276,0.2523103995456593,-0.0395690902703378,0
0_fold0_x0,2010-09-21,2010-09-12,0.20762977,0.2075581,0.11676726,0.19370326,0.23454842,0.28187793,0.22443122,0.23004721,0.21442765,0.22357929,0.2593903805247483,-0.0395690902703378,0
0_fold0_x0,2010-09-22,2010-09-12,0.20756356,0.16691773,0.08356999,0.18070441,0.22966252,0.24659416,0.22489928,0.22758806,0.21442765,0.22414093,0.27852572637645,0.0165082385256775,0
0_fold0_x0,2010-09-23,2010-09-12,0.20751293,0.16722992,0.09361604,0.17639741,0.24161528,0.2752283,0.22372448,0.22507691,0.21442765,0.2226578,0.10729687132739,-0.0535738745632214,0
0_fold0_x0,2010-09-24,2010-09-12,0.20747384,0.19001636,0.10848904,0.17470966,0.2522171,0.27079585,0.22408032,0.21866164,0.21442765,0.21978812,0.0740112621215917,-0.0234985033082152,0
0_fold0_x0,2010-09-25,2010-09-12,0.20744434,0.11949015,0.10209632,0.18288064,0.2404322,0.26849258,0.2260789,0.21829239,0.21442765,0.2234772,0.0657383528405479,-0.1198250390401464,0
0_fold0_x0,2010-09-26,2010-09-12,0.20742348,0.09733257,0.08084881,0.18678738,0.2368137,0.25166273,0.22844803,0.21571079,0.21442765,0.22327542,0.0657383528405479,-0.0297831987526664,0
1_fold0_x1,2010-09-13,2010-09-12,-2.3956184,-2.36071,-2.3665156,-2.3765304,-1.4802713,-2.4134786,-2.3780577,-2.389049,-2.3770747,-2.3821497,-2.3919412333485837,-0.9575448378487922,0
1_fold0_x1,2010-09-14,2010-09-12,-2.398617,-2.4281716,-2.337705,-2.3718073,-1.5328956,-2.3871179,-2.3768504,-2.3923001,-2.3770747,-2.3747573,-2.3885692863910424,-0.9575448378487922,0
1_fold0_x1,2010-09-15,2010-09-12,-2.3966055,-2.4746275,-2.3024359,-2.3338466,-1.5801646,-2.3393068,-2.372973,-2.390056,-2.3770747,-2.3637848,-2.450947321081712,-0.9786896308940516,0
1_fold0_x1,2010-09-16,2010-09-12,-2.3939154,-2.4161336,-2.3007948,-2.348066,-1.575313,-2.3750768,-2.371172,-2.3865447,-2.3770747,-2.3595424,-2.4758221439472616,-1.021146322320517,0
1_fold0_x1,2010-09-17,2010-09-12,-2.393355,-2.4086695,-2.2939432,-2.3443172,-1.5815938,-2.3855052,-2.3694308,-2.3873386,-2.3770747,-2.3643904,-2.470164434715845,-0.9227272474942784,0
1_fold0_x1,2010-09-18,2010-09-12,-2.3939972,-2.3210785,-2.2854793,-2.337812,-1.5886118,-2.3560529,-2.3673096,-2.3838868,-2.3770747,-2.3716683,-2.4699257128073464,-0.9240998984681448,0
1_fold0_x1,2010-09-19,2010-09-12,-2.3944948,-2.2060366,-2.279418,-2.342905,-1.5760568,-2.3233702,-2.364081,-2.3816178,-2.3770747,-2.3691773,-2.4713878844968997,-0.8965573582751262,0
1_fold0_x1,2010-09-20,2010-09-12,-2.3948612,-2.1642108,-2.2633712,-2.3174877,-1.5867023,-2.250127,-2.3598077,-2.3738155,-2.3770747,-2.3676453,-2.414428837129147,-0.8942775640489644,0
1_fold0_x1,2010-09-21,2010-09-12,-2.3954349,-2.23243,-2.257442,-2.317945,-1.6124039,-2.2489636,-2.3577757,-2.3835745,-2.3770747,-2.3421829,-2.405411117035614,-0.8942775640489644,0
1_fold0_x1,2010-09-22,2010-09-12,-2.3964605,-2.2046623,-2.253128,-2.327326,-1.5870988,-2.1898756,-2.3598266,-2.3817525,-2.3770747,-2.3457,-2.388085874526333,-0.9446478867421576,0
1_fold0_x1,2010-09-23,2010-09-12,-2.3980954,-2.2475748,-2.235164,-2.3179042,-1.6118994,-2.2195952,-2.3627174,-2.3840468,-2.3770747,-2.353532,-2.5854253401866565,-0.9960864899758828,0
1_fold0_x1,2010-09-24,2010-09-12,-2.4003675,-2.29103,-2.223985,-2.3244774,-1.6209618,-2.2065501,-2.3587532,-2.3829381,-2.3770747,-2.3695145,-2.532882648126125,-1.0158347598564252,0
