unique_id,ds,cutoff,AutoTFT,AutoNBEATS,AutoTiDE,AutoNLinear,AutoKAN,AutoMLP,AutoDLinear,AutoNHITS,AutoDeepNPTS,AutoPatchTST,y,SeasonalNaive,fold
5_fold0_x0,2010-09-13,2010-09-12,-0.035264686,-0.08001605,-0.08747872,-0.07001234,-0.1429685,-0.07603049,-0.06839355,-0.15008017,-0.070273876,-0.06988214,-0.1150076944966444,-0.6980361586697775,0
5_fold0_x0,2010-09-14,2010-09-12,-0.021517985,-0.07804222,-0.09766828,-0.054906975,-0.14778274,-0.062453665,-0.067831665,-0.1082041,-0.07070887,-0.085589655,-0.104109966194343,-0.6980361586697775,0
5_fold0_x0,2010-09-15,2010-09-12,-0.024746947,-0.079942904,-0.05045852,-0.09249097,-0.124623716,-0.04746762,-0.0692795,-0.15760526,-0.07046661,-0.092611,-0.0741412133630136,-0.706209454896504,0
5_fold0_x0,2010-09-16,2010-09-12,-0.029477552,-0.08041841,-0.115723856,-0.092044495,-0.0931035,-0.034007866,-0.072775945,-0.1700106,-0.07438439,-0.08815666,-0.1195484146226032,-0.6853221423170923,0
5_fold0_x0,2010-09-17,2010-09-12,-0.03101495,-0.080665864,-0.11850104,-0.075549036,-0.11256775,-0.027746607,-0.07234218,-0.1588892,-0.070703715,-0.09316601,-0.1867510724867971,-0.6144869083521323,0
5_fold0_x0,2010-09-18,2010-09-12,-0.03177707,-0.0777333,-0.091927536,-0.07229857,-0.114280075,-0.013241064,-0.072212495,-0.1815516,-0.07080513,-0.10605471,-0.2012813768898646,-0.5935995957727205,0
5_fold0_x0,2010-09-19,2010-09-12,-0.032169424,-0.07378699,-0.05522223,-0.08248863,-0.1361903,-0.008241057,-0.07283071,-0.14522877,-0.07057154,-0.097678944,-0.2012813768898646,-0.5690797070925427,0
5_fold0_x0,2010-09-20,2010-09-12,-0.03236068,-0.07877278,-0.095402494,-0.095364764,-0.1596652,-0.010267252,-0.07772465,-0.1513398,-0.07093507,-0.10906123,-0.1994650888394808,-0.5572738347650485,0
5_fold0_x0,2010-09-21,2010-09-12,-0.032456443,-0.08137045,-0.10024381,-0.10849041,-0.17802402,-0.0077527184,-0.07540768,-0.19335899,-0.07074639,-0.12290129,-0.192199936637947,-0.5572738347650485,0
5_fold0_x0,2010-09-22,2010-09-12,-0.032505214,-0.07926744,-0.10078761,-0.10129204,-0.2019383,0.00032348558,-0.06898175,-0.28595492,-0.0703181,-0.12663884,-0.1767614882096852,-0.5318458020596781,0
5_fold0_x0,2010-09-23,2010-09-12,-0.032529995,-0.07614747,-0.098326765,-0.08787092,-0.1991795,0.0026616603,-0.071903616,-0.3117052,-0.070742756,-0.122376345,-0.4019812064572506,-0.6035891800498292,0
5_fold0_x0,2010-09-24,2010-09-12,-0.032542713,-0.0803217,-0.0864196,-0.081181966,-0.20291314,0.0060666166,-0.06428092,-0.30382338,-0.13135308,-0.13515967,-0.3429518448197847,-0.6163031964025145,0
5_fold0_x0,2010-09-25,2010-09-12,-0.032549284,-0.082784474,-0.049550463,-0.088724166,-0.23541799,0.012021787,-0.059582032,-0.27546963,-0.070718616,-0.13116637,-0.3692880215503464,-0.672608125964407,0
5_fold0_x0,2010-09-26,2010-09-12,-0.032552578,-0.083031125,-0.10640692,-0.094812125,-0.22385696,0.012255315,-0.060266122,-0.31415245,-0.092196435,-0.12190136,-0.3692880215503464,-0.584518155520803,0
