unique_id,ds,cutoff,AutoNBEATS,AutoTiDE,AutoNLinear,AutoTFT,AutoKAN,AutoMLP,AutoDLinear,AutoNHITS,AutoDeepNPTS,AutoPatchTST,y,fold,SeasonalNaive
T000000,1979-12-31,1979-11-30,447994.3,727962.5,873189.94,1139615.6,930775.25,1074605.0,581293.8,690616.2,767060.06,1154828.2,915206.0,0,675046.0
T000000,1980-01-31,1979-11-30,1988967.2,2005022.1,2134612.0,1208831.9,1682194.9,1858103.0,2275550.5,1545328.5,1689443.0,1163075.6,1282970.0,0,2196870.0
T000000,1980-02-29,1979-11-30,1118595.0,1242017.2,1354353.1,1240250.5,1183863.2,1676904.6,765900.06,1301191.5,1488374.5,1342410.6,1267910.0,0,1330660.0
T000000,1980-03-31,1979-11-30,918424.75,830678.4,722375.3,1245918.4,1300621.8,1381662.9,439285.56,1099576.1,1164477.6,1465781.2,1206720.0,0,894202.0
T000000,1980-04-30,1979-11-30,1844960.5,1842981.5,1844346.5,1239472.6,1357462.2,2144958.5,1828802.5,1620433.6,1801047.5,1391094.0,1406860.0,0,1972540.0
T000000,1980-05-31,1979-11-30,1568979.6,1517100.2,1040894.9,1230345.2,1143739.0,1398776.0,1720414.5,1277124.9,1500548.9,1463946.4,688207.0,0,1656590.0
T000001,1985-02-28,1985-01-31,180.20865,217.17361,166.35971,243.92137,221.53363,217.3179,226.70728,241.9227,255.75415,125.058945,277.88,0,131.1
T000001,1985-03-31,1985-01-31,199.98276,201.15013,173.66956,236.6883,237.73656,231.11757,222.08553,237.07307,255.90906,125.17827,306.03,0,125.26
T000001,1985-04-30,1985-01-31,182.49205,210.53732,182.00134,230.16296,209.48584,238.92119,230.02448,232.09958,256.0983,127.706436,308.76,0,121.02
T000001,1985-05-31,1985-01-31,163.38501,188.73587,179.3309,225.56558,202.76569,230.0475,211.29362,228.31314,255.2016,129.568,273.65,0,119.56
T000001,1985-06-30,1985-01-31,166.62254,167.52057,160.62695,224.22104,216.16066,237.56577,188.74721,234.54927,255.70047,128.57571,264.44,0,119.31
T000001,1985-07-31,1985-01-31,185.19395,201.52002,280.04593,222.80013,206.41559,239.91406,215.61366,260.42743,256.08176,129.53845,252.76,0,137.35
T000002,1986-07-31,1986-06-30,850.54663,981.17804,952.43726,932.73694,956.7051,965.10376,974.8561,948.4961,912.3175,801.8771,1018.0,0,915.0
T000002,1986-08-31,1986-06-30,866.83594,883.42755,889.9682,925.3359,896.0674,928.0472,912.6757,865.44403,780.97015,803.3004,945.0,0,762.0
T000002,1986-09-30,1986-06-30,777.7897,978.5443,933.3433,913.35535,892.87115,848.1786,1031.0419,929.98,774.55396,833.92664,952.0,0,775.0
T000002,1986-10-31,1986-06-30,752.1039,805.1999,864.5405,885.53735,783.9353,756.57605,917.07245,819.5029,766.98376,855.11816,916.0,0,742.0
T000002,1986-11-30,1986-06-30,368.85098,519.4016,594.38776,854.1285,512.062,482.35074,689.24,582.8053,400.29346,842.4269,317.0,0,362.0
T000002,1986-12-31,1986-06-30,670.09906,867.32983,923.5821,841.85425,792.9025,708.6928,799.8787,847.27716,832.80176,854.79425,817.0,0,832.0
T000003,1981-08-31,1981-07-31,5889.714,6734.6147,6706.487,5980.1694,6626.408,6687.8584,6363.722,6390.991,6539.936,6738.0728,6296.0,0,7366.0
T000003,1981-09-30,1981-07-31,6035.1665,6523.5645,6464.1675,5924.017,6606.222,6605.9775,6163.218,6359.8926,6476.0415,6746.141,6500.0,0,7421.0
T000003,1981-10-31,1981-07-31,5702.1416,6460.253,6206.3955,5915.8423,5910.877,5991.0884,6148.7393,5938.199,6097.423,6919.515,4957.0,0,6561.0
T000003,1981-11-30,1981-07-31,5595.899,6014.4146,6106.348,5930.59,6108.319,6135.4,6152.334,5930.66,6342.8477,7037.7666,5058.0,0,6921.0
T000003,1981-12-31,1981-07-31,5910.475,5754.7974,5787.632,5957.1055,5364.981,6040.7725,5337.62,6245.6997,6559.8833,6965.1494,4674.0,0,6650.0
T000003,1982-01-31,1981-07-31,6160.518,7599.62,6854.6724,5985.8413,6747.6743,7228.267,7223.3213,7373.432,6671.492,7035.934,4370.0,0,8579.0
T000004,1986-06-30,1986-05-31,46.73077,48.448044,45.82394,47.088833,45.4728,46.176037,47.572876,46.63445,45.96757,45.716404,40.75,0,45.47
T000004,1986-07-31,1986-05-31,46.339443,45.93293,48.778545,47.12869,44.736755,46.067844,48.325516,45.786217,45.972996,45.75321,41.53,0,45.87
T000004,1986-08-31,1986-05-31,46.673416,49.17101,47.32141,46.73449,47.246807,46.55052,49.945076,47.094837,46.528664,46.543903,38.07,0,46.64
T000004,1986-09-30,1986-05-31,47.450253,47.273617,47.554638,46.08683,46.223305,46.48699,50.048668,46.225258,45.46328,47.086494,41.42,0,47.98
T000004,1986-10-31,1986-05-31,46.527225,43.06117,46.997402,45.66164,43.69615,43.38162,45.15886,43.86927,43.0566,46.75681,35.34,0,43.58
T000004,1986-11-30,1986-05-31,46.45593,49.287983,50.554356,45.539883,46.53929,46.542538,46.611538,48.84306,49.18299,47.07812,42.9,0,43.71
T000005,1979-12-31,1979-11-30,850.57556,948.6278,1022.5806,1250.3651,481.29126,930.35583,724.3207,1342.1968,1546.3457,1476.2523,1800.0,0,1077.0
T000005,1980-01-31,1979-11-30,1508.2394,2094.2114,2074.0464,2199.1687,2042.7705,2562.5442,1025.2185,2556.5127,2174.2349,1503.5024,2799.0,0,2011.0
T000005,1980-02-29,1979-11-30,4978.2476,4200.231,4717.8916,3096.614,3128.1965,4516.4775,3671.41,4438.751,4467.7466,2088.9905,4701.0,0,4504.0
T000005,1980-03-31,1979-11-30,6197.837,5432.756,5475.359,3692.436,5200.4937,6516.2593,4502.1724,5586.6567,6073.34,2490.4807,6427.0,0,6417.0
T000005,1980-04-30,1979-11-30,5146.6846,4208.81,4781.7437,4060.0605,4171.3384,6997.8564,3174.358,4997.534,5151.115,2246.2285,6134.0,0,5253.0
T000005,1980-05-31,1979-11-30,3496.5852,3252.2249,1849.072,4261.3135,4861.9673,4464.4614,3345.725,4619.592,3933.7664,2484.2817,5686.0,0,3564.0
T000006,1979-12-31,1979-11-30,104689.21,128631.73,102331.57,112764.55,100983.41,89513.17,99615.22,108967.05,123080.08,117237.195,120652.0,0,98618.0
T000006,1980-01-31,1979-11-30,141007.81,137205.6,137230.38,118241.88,130163.26,128858.945,100667.6,140292.53,128221.44,117586.586,143008.0,0,115199.0
T000006,1980-02-29,1979-11-30,207310.62,177876.1,171210.45,125473.97,153560.34,160543.25,148816.62,167517.36,167730.67,125517.516,193415.0,0,166369.0
T000006,1980-03-31,1979-11-30,188187.84,183349.81,158335.19,129829.07,138223.28,171281.8,148518.05,176709.97,186838.1,131009.9,222637.0,0,175057.0
T000006,1980-04-30,1979-11-30,182928.44,160937.52,162948.08,131978.34,137872.19,161989.25,127840.77,162598.06,171132.69,127715.15,187172.0,0,173856.0
T000006,1980-05-31,1979-11-30,148006.4,141863.33,97713.28,132758.02,134548.72,156520.19,143111.0,155987.6,141367.94,130938.57,183758.0,0,133181.0
T000007,1979-12-31,1979-11-30,570.6633,952.4352,687.8392,672.746,410.73993,339.52216,557.9474,441.43036,701.0935,656.62384,539.0,0,552.0
T000007,1980-01-31,1979-11-30,493.2102,437.38773,646.21594,665.3893,577.462,353.56702,460.7024,422.50745,711.8257,659.21783,557.0,0,463.0
T000007,1980-02-29,1979-11-30,968.1881,874.98114,551.2899,665.66113,717.51807,555.6951,439.16296,658.23816,720.68774,714.92554,656.0,0,679.0
T000007,1980-03-31,1979-11-30,1115.4318,1151.6836,680.43536,665.74207,616.22235,694.1207,569.8871,721.84326,741.5398,753.16266,744.0,0,673.0
T000007,1980-04-30,1979-11-30,843.7622,747.9797,895.11584,669.5956,587.6979,668.3391,506.24747,751.4486,738.71094,729.93994,618.0,0,699.0
T000007,1980-05-31,1979-11-30,819.4358,1033.5498,456.83115,677.6567,783.94604,744.37103,606.1831,737.8517,735.31177,752.57196,673.0,0,728.0
T000008,1979-12-31,1979-11-30,3904.8574,3853.3755,4212.4326,4750.746,3734.7236,2742.9238,3518.3352,4162.6377,5075.577,4834.4927,3805.0,0,4010.0
T000008,1980-01-31,1979-11-30,4409.2017,4545.002,5314.2544,6615.07,6626.094,5520.825,2979.2915,6067.804,5585.1523,4864.5854,4978.0,0,5150.0
T000008,1980-02-29,1979-11-30,9413.11,9324.402,10272.02,8472.875,9498.834,9934.3545,8340.475,8979.131,9540.404,5510.5527,9169.0,0,9470.0
T000008,1980-03-31,1979-11-30,11159.742,10633.041,10794.6875,9895.04,11321.22,12179.531,8083.6606,11154.61,11511.482,5951.558,10185.0,0,11154.0
T000008,1980-04-30,1979-11-30,10325.019,8439.004,10071.717,10646.514,10158.258,13752.518,6202.3027,10591.406,11363.157,5681.198,10844.0,0,11396.0
