unique_id,ds,cutoff,DLinear,DeepNPTS,KAN,MLP,NBEATS,NHITS,NLinear,PatchTST,TFT,TiDE,y,SeasonalNaive
T000000,1987-04-30,1987-01-31,4.2668557,3.8643472,3.2050648,4.63198,4.5861206,5.313925,4.079538,4.3554244,4.8883657,3.964183,5.1,1.14
T000000,1987-07-31,1987-01-31,4.453433,3.720482,2.5129256,4.8788967,5.06898,5.2173443,4.149761,4.366449,5.5460296,3.9215338,4.3,1.03
T000001,1991-04-30,1991-01-31,162.28458,156.86913,157.75821,165.72835,163.41139,174.835,159.98627,163.23138,170.32874,157.91615,201.0,123.0
T000001,1991-07-31,1991-01-31,163.91301,155.03554,152.21806,162.08875,165.12856,180.43236,158.20422,163.37546,178.96603,155.36067,214.0,118.0
T000002,1989-04-30,1989-01-31,345.68378,282.0578,290.76694,355.29285,373.5874,338.2586,283.88126,335.39087,353.06696,269.41617,330.0,289.0
T000002,1989-07-31,1989-01-31,336.41675,258.08008,281.92096,304.1802,330.01804,353.8636,296.64566,335.94385,380.33887,330.40744,318.0,214.0
T000003,2004-01-31,2003-10-31,38045.86,41981.098,40646.312,39726.65,38569.566,41807.89,38067.7,38420.22,39085.78,38865.89,41235.1,36602.0
T000003,2004-04-30,2003-10-31,42399.797,40611.312,41300.09,43230.797,41953.312,41659.754,35046.656,35105.594,40103.06,36820.492,46557.6,40931.4
T000004,1988-01-31,1987-10-31,794377.8,779190.6,808537.06,791677.25,792586.0,772812.8,778499.3,797196.75,804536.6,787675.1,772214.0,722636.0
T000004,1988-04-30,1987-10-31,791800.2,772265.75,804664.06,789402.75,788221.94,740769.56,792721.4,797480.5,819709.9,802438.25,818797.0,701800.0
T000005,1988-04-30,1988-01-31,710.45184,690.4804,729.0252,705.1963,706.5186,738.7577,691.5872,710.6027,730.84436,694.04474,740.84,619.83
T000005,1988-07-31,1988-01-31,704.91815,684.20245,702.20844,664.3007,666.5997,700.17957,703.98206,711.01996,755.8053,704.0937,663.86,564.64
T000006,1982-04-30,1982-01-31,45.865612,47.062466,39.556286,49.106865,47.160133,38.81415,46.63183,44.660652,45.10662,45.209232,30.7,16.8
T000006,1982-07-31,1982-01-31,52.212654,46.153484,41.21936,49.970898,48.47834,44.6261,42.57056,44.92626,49.27123,36.30807,26.8,23.0
T000007,1991-04-30,1991-01-31,183.67987,182.17,183.71342,185.03294,182.65694,152.04118,180.82384,183.35652,184.14233,185.36588,140.53,169.68
T000007,1991-07-31,1991-01-31,185.09192,182.17,187.07782,183.19768,182.42589,183.61665,186.05075,183.46194,186.4423,186.07977,166.56,167.6
T000008,1988-01-31,1987-10-31,3497.6846,3903.1116,3178.324,3196.3918,2962.4868,3433.2576,3395.052,3157.3835,3385.556,3589.514,3253.0,1015.0
T000008,1988-04-30,1987-10-31,4889.417,3714.618,3500.8252,4867.7236,4480.7334,4125.589,3128.3794,3180.4688,3761.4807,2466.7373,2742.0,3712.0
T000009,1990-04-30,1990-01-31,12103.7,10663.285,10882.915,9519.815,9854.342,10422.78,9482.243,10129.567,12217.621,10157.465,8861.0,15518.0
T000009,1990-07-31,1990-01-31,13258.677,10484.52,11717.712,10534.043,10271.164,10369.336,10103.258,10171.121,12864.888,11938.932,11380.0,12623.0
T000010,1991-10-31,1991-07-31,176.45082,175.0,176.48053,177.75043,175.46727,146.05469,173.70682,176.14005,176.89505,178.07652,135.0,163.0
T000010,1992-01-31,1991-07-31,177.8072,175.0,179.71286,175.98705,175.24467,176.38885,178.73419,176.24135,179.10495,178.77827,160.0,161.0
T000011,1984-04-30,1984-01-31,335.2546,330.80045,320.6154,318.69363,314.04697,275.3561,326.0029,334.07556,334.1401,339.67606,227.0,278.0
T000011,1984-07-31,1984-01-31,353.90875,330.64096,340.168,340.35092,338.5804,332.38315,342.15527,334.2516,341.08588,328.15677,319.0,320.0
T000012,1994-04-30,1994-01-31,680.2989,662.34564,678.2228,667.6632,669.8166,702.6706,673.00836,683.1115,688.90393,672.61664,795.0,610.0
T000012,1994-07-31,1994-01-31,689.09546,653.1777,666.1407,692.7875,695.85016,740.17267,660.08496,683.34155,701.43823,687.4935,844.0,639.0
T000013,1988-01-31,1987-10-31,29677.61,29058.613,30173.15,29732.383,29613.193,29270.744,29056.736,29501.627,29635.105,29315.121,26278.0,28628.0
T000013,1988-04-30,1987-10-31,29351.164,28926.031,30244.447,28005.627,27926.818,26051.592,29244.814,29511.354,30026.629,30245.273,28641.0,26204.0
T000014,1988-04-30,1988-01-31,139238.06,136217.38,145107.88,141198.16,140259.34,151436.73,136730.0,136088.36,137516.12,136956.12,122733.0,143642.0
T000014,1988-07-31,1988-01-31,138632.97,136008.3,143461.56,135176.45,133594.53,139997.34,132817.03,136185.12,139158.03,143061.67,144710.0,128780.0
T000015,1988-04-30,1988-01-31,37261.12,34831.137,36315.504,34841.383,33609.145,43795.355,36573.445,37628.465,39270.984,35432.63,28852.0,25295.0
T000015,1988-07-31,1988-01-31,39610.438,33666.945,34995.99,39082.227,39311.04,43923.812,34197.633,37664.766,41446.36,35068.85,23243.0,32532.0
T000016,1988-04-30,1988-01-31,622854.3,615812.6,650471.56,619372.9,619008.94,615472.4,614403.5,619568.0,621109.6,624174.6,612695.0,592558.0
T000016,1988-07-31,1988-01-31,621975.2,615764.4,645055.0,594415.75,593067.3,607844.8,621784.06,620014.94,628160.94,632720.8,654950.0,561684.0
T000017,1988-04-30,1988-01-31,144473.56,141357.94,145464.14,143878.53,143841.08,149807.19,143119.33,145161.27,146150.28,143587.9,121898.0,130036.0
T000017,1988-07-31,1988-01-31,146125.89,139715.75,146574.3,147834.28,148348.7,144172.03,141210.28,145206.45,148607.75,146060.52,154758.0,135511.0
T000018,1988-04-30,1988-01-31,35738.977,34938.85,36493.742,37624.08,37545.902,40910.836,35477.188,35984.914,37050.363,35569.582,24577.0,28459.0
T000018,1988-07-31,1988-01-31,36870.676,34610.215,34757.66,39523.06,39555.82,37966.523,35237.902,36006.9,38345.105,34810.746,21109.0,31185.0
T000019,1988-04-30,1988-01-31,710449.7,690478.1,729050.0,705194.6,706516.7,738755.0,691567.44,710600.75,730843.0,693873.7,740835.0,619826.0
T000019,1988-07-31,1988-01-31,704916.1,684200.06,702210.75,664299.4,666598.9,700177.25,703855.8,711018.0,755804.25,703508.44,663858.0,564637.0
T000020,1981-04-30,1981-01-31,123638.836,123302.62,127190.836,123872.234,123786.516,124617.266,124099.65,123713.06,124009.4,125729.49,124408.0,120615.0
T000020,1981-07-31,1981-01-31,124273.45,123177.66,130280.94,124581.945,124641.66,125458.83,122538.945,123721.945,124508.83,127726.664,131643.0,122262.0
T000021,1990-04-30,1990-01-31,150880.75,151232.8,157774.89,149161.16,148116.3,147864.53,147618.3,148645.31,151979.94,152127.12,129675.0,154517.0
T000021,1990-07-31,1990-01-31,153341.95,150570.2,159558.67,150395.47,149265.22,148322.45,149776.52,148264.58,152735.62,155986.05,136911.0,153713.0
T000022,2005-07-31,2005-04-30,336.92194,336.42328,355.46622,333.76196,334.03537,332.18896,336.33124,334.4707,337.75705,341.68643,338.62,340.42
T000022,2005-10-31,2005-04-30,339.2959,335.94647,363.92776,335.40213,334.93784,340.47922,331.60962,334.51776,338.5093,350.33374,352.78,339.82
T000023,1990-01-31,1989-10-31,1186.391,1045.6337,1098.2876,1167.1864,1169.2609,1058.0303,1000.3925,1111.4012,1120.433,1022.51965,1084.0,1276.0
T000023,1990-04-30,1989-10-31,1153.2065,1024.3358,1103.0663,1074.6655,1073.7312,798.66174,1104.8195,1112.6941,1169.9854,1185.8887,706.0,871.0
T000024,1990-01-31,1989-10-31,1368.0017,1359.8351,1298.554,1402.0276,1390.52,1275.2131,1271.5049,1329.9714,1330.8619,1319.0205,1272.0,1369.0
T000024,1990-04-30,1989-10-31,1359.2037,1346.918,1325.0256,1175.5309,1146.7814,1098.1628,1368.2931,1311.5576,1368.4436,1362.0956,947.0,1082.0
T000025,1990-01-31,1989-10-31,1368.0017,1359.8351,1298.554,1402.0276,1390.52,1275.2131,1271.5049,1329.9714,1330.8619,1319.0205,1272.0,1369.0
T000025,1990-04-30,1989-10-31,1359.2037,1346.918,1325.0256,1175.5309,1146.7814,1098.1628,1368.2931,1311.5576,1368.4436,1362.0956,947.0,1082.0
T000026,1986-04-30,1986-01-31,271.3994,289.97717,263.7668,267.4744,265.23172,189.13623,262.8283,263.0044,269.75153,278.9238,227.05,224.5
T000026,1986-07-31,1986-01-31,299.51,283.6462,284.7452,303.6386,292.62567,247.14589,275.73328,262.95804,277.90927,257.93137,227.5,268.3
T000027,1983-10-31,1983-07-31,7.1417675,11.123417,6.2611628,8.478724,7.313336,4.458125,6.863168,8.322469,7.374199,7.695214,21.1,3.9
T000027,1984-01-31,1983-07-31,10.524486,9.863601,6.5334272,10.958075,9.443266,8.6379385,6.132547,4.761444,8.419662,5.037151,21.0,6.4
T000028,1986-10-31,1986-07-31,80048.84,76249.336,71562.76,76029.664,72578.31,49799.363,76341.445,78276.62,78688.82,79694.75,93872.0,58518.0
T000028,1987-01-31,1986-07-31,90927.55,76090.234,79258.16,88220.45,87706.24,79350.414,77940.73,78352.82,81593.2,74491.234,62929.0,84043.0
T000029,1986-10-31,1986-07-31,971.754,907.9112,883.5743,923.2986,952.05115,928.121,865.9212,959.2345,960.3163,927.26733,408.0,836.0
T000029,1987-01-31,1986-07-31,1028.5029,886.1902,920.96234,1032.3407,1065.6505,953.0779,993.0155,959.8558,984.4424,958.58203,812.0,975.0
T000030,1995-10-31,1995-07-31,384.4971,382.41428,336.66083,356.14438,315.79886,316.7209,359.93167,370.25317,374.88495,387.54208,394.0,207.0
T000030,1996-01-31,1995-07-31,469.9234,377.15176,368.34882,448.65692,422.2016,449.67737,383.5689,370.89197,398.9903,325.96906,307.0,393.0
T000031,1986-04-30,1986-01-31,458.25928,463.6629,451.4931,450.096,440.31238,349.4467,449.83215,452.22217,454.88608,467.14612,352.98,394.42
T000031,1986-07-31,1986-01-31,489.15338,460.38898,479.39178,485.83542,476.04163,430.47852,459.49377,452.62033,463.8451,449.74167,463.89,457.29
T000032,1986-10-31,1986-07-31,106070.734,118384.39,118187.93,116220.086,117634.94,158162.55,105259.086,111193.86,102315.97,103533.9,89407.0,93746.0
T000032,1987-01-31,1986-07-31,111837.29,113742.86,118214.3,100706.16,102670.83,184402.19,95999.09,95577.74,108282.27,96751.24,150123.0,70472.0
T000033,1988-01-31,1987-10-31,880.416,879.60516,910.52014,883.38965,881.571,878.98456,873.5357,874.6105,880.5531,889.10834,840.0,896.0
T000033,1988-04-30,1987-10-31,883.292,877.6915,938.00714,876.04,874.17474,875.011,868.1994,871.0626,883.5796,913.8496,850.0,873.0
T000034,1988-01-31,1987-10-31,1677.6755,1454.6816,1377.1802,2020.875,2006.2277,2041.2094,1595.5447,1750.9658,1862.0768,1421.5776,2363.0,233.0
T000034,1988-04-30,1987-10-31,1776.1592,1340.2938,1173.9655,2388.0466,2410.4346,2206.3923,1476.5371,1755.583,2110.1697,1290.2457,3348.0,456.0
T000035,1924-07-31,1924-04-30,25490.617,24838.39,25840.363,25130.049,25279.53,25483.809,25008.389,25561.78,25755.81,25205.783,26208.0,23357.0
T000035,1924-10-31,1924-04-30,25725.527,24512.998,25807.303,25851.688,26002.523,26763.518,25000.484,25569.316,26166.992,25882.139,26630.0,24115.0
T000036,1923-07-31,1923-04-30,450.25415,407.22534,404.276,442.9686,457.6754,466.5817,432.09796,458.42865,465.3521,403.22665,453.0,291.0
T000036,1923-10-31,1923-04-30,454.50687,384.51703,389.40106,480.6526,492.60992,492.59265,400.37872,458.9935,496.14795,420.70404,412.0,305.0
T000037,1988-04-30,1988-01-31,43806.008,42938.457,43965.52,44783.84,44237.56,49781.547,45657.87,43821.227,44500.836,43577.96,44496.0,34632.0
T000037,1988-07-31,1988-01-31,44957.8,42846.777,40644.227,44509.89,44798.445,51655.8,40157.67,43861.105,45850.52,42121.945,43264.0,35165.0
T000038,1988-04-30,1988-01-31,6159.7793,5891.671,6766.3525,6036.5884,6112.7725,7362.0835,6217.936,6123.277,6154.178,5989.9116,5707.0,5639.0
T000038,1988-07-31,1988-01-31,6321.444,5788.99,7897.953,6317.5386,6430.9766,7990.467,5466.151,6125.7466,6255.4214,6216.284,9701.0,6030.0
T000039,1988-04-30,1988-01-31,190975.16,204272.78,194157.22,195344.72,191879.48,190758.55,190576.45,193715.61,192932.06,195524.94,165275.0,182222.0
T000039,1988-07-31,1988-01-31,203869.55,199932.8,199528.11,206350.81,201626.42,199839.45,184906.81,182423.31,196316.75,189165.23,169878.0,194522.0
T000040,1988-04-30,1988-01-31,15980.334,16346.024,16952.0,15346.846,15283.841,13686.006,14253.572,14110.727,16674.453,15484.228,12763.0,15708.0
T000040,1988-07-31,1988-01-31,19437.434,15821.049,17825.416,18280.719,18396.271,12460.236,14352.991,14161.285,17396.271,14931.699,14416.0,20386.0
T000041,1914-07-31,1914-04-30,11138.219,10620.114,11044.837,10770.803,10848.643,12824.076,10711.426,10597.851,11139.192,10929.155,6317.0,10219.0
T000041,1914-10-31,1914-04-30,12506.938,10577.855,11600.081,12401.111,12348.117,12878.246,10096.872,10605.839,11445.41,10833.541,4075.0,12726.0
T000042,1991-04-30,1991-01-31,2005.1989,1992.8978,1932.6714,1961.9476,1963.8267,1782.2568,1860.5405,1845.4895,2061.187,1952.7551,1554.0,2047.0
T000042,1991-07-31,1991-01-31,2270.8975,1956.8575,2120.5808,2133.084,2170.1038,2025.7947,1822.6378,1848.9556,2119.4873,1964.3358,1767.0,2364.0
T000043,1991-04-30,1991-01-31,115.83835,115.60303,116.77915,110.775276,110.93291,114.417076,110.36275,110.91892,117.863396,114.82874,98.0,122.0
T000043,1991-07-31,1991-01-31,121.334206,114.48674,125.98816,115.54154,113.823425,117.375694,111.65946,111.00725,119.389,118.81309,119.0,123.0
T000044,1981-04-30,1981-01-31,91.08284,85.869125,87.4024,86.00816,87.78405,90.04286,87.102905,90.32231,90.588264,88.06064,87.0,76.0
T000044,1981-07-31,1981-01-31,96.77389,84.03554,89.81195,96.93021,99.57014,100.84018,86.49461,90.38028,92.81767,89.89905,92.0,91.0
