unique_id,ds,cutoff,AutoNBEATS,AutoTiDE,AutoNLinear,AutoTFT,AutoKAN,AutoMLP,AutoDLinear,AutoNHITS,AutoDeepNPTS,AutoPatchTST,y,SeasonalNaive,fold
T000005_fold0_x0,1989-12-31,1988-12-31,4151.089,4422.226,4205.384,4228.911,4229.69,4149.806,4262.1523,4148.692,4094.6023,4161.8735,4338.03,4094.63,0
T000005_fold0_x0,1990-12-31,1988-12-31,4238.4043,4660.9336,4142.6284,4423.3,4370.8906,4260.079,4322.1855,4139.122,4094.496,4213.799,4185.92,4094.63,0
T000005_fold0_x0,1991-12-31,1988-12-31,4278.8896,4798.016,4230.479,4657.567,4495.05,4384.2153,4305.8667,4172.6577,4094.4258,4204.3467,3950.49,4094.63,0
T000009_fold0_x1,1989-12-31,1988-12-31,9784.912,10381.209,9850.39,9485.309,9971.938,9955.424,9917.44,9766.005,9551.0,9586.96,10042.9,9551.0,0
T000009_fold0_x1,1990-12-31,1988-12-31,10084.396,11034.769,9730.828,10080.322,10435.2705,10381.647,10064.5,10000.506,9550.706,9603.378,10173.0,9551.0,0
T000009_fold0_x1,1991-12-31,1988-12-31,10456.715,11541.836,9956.26,10783.889,10988.427,10893.091,10033.34,10236.1875,9550.956,9611.3955,8751.0,9551.0,0
T000011_fold0_x2,1989-12-31,1988-12-31,5538.9365,5442.149,5083.186,5449.043,5623.296,5562.9604,5120.8667,5272.104,4915.4937,5429.377,5949.5,4915.5,0
T000011_fold0_x2,1990-12-31,1988-12-31,6091.8115,5807.782,5059.2563,5959.975,6284.0527,6180.348,5176.7715,5309.249,4915.4414,5872.4805,6616.5,4915.5,0
T000011_fold0_x2,1991-12-31,1988-12-31,6559.314,6041.256,5226.939,6484.41,6910.6797,6810.5806,5161.096,5346.3335,4915.4736,5758.6606,7247.0,4915.5,0
T000013_fold0_x3,1989-12-31,1988-12-31,5049.512,3918.8086,3906.9614,4106.3066,5360.871,3869.3982,4065.8018,3345.1292,3870.9995,3920.9941,4010.8,3871.0,0
T000013_fold0_x3,1990-12-31,1988-12-31,5846.4043,3705.7537,3712.6357,4039.9023,5624.081,4277.3843,4065.9604,3001.9106,3870.9988,3914.4673,4120.8,3871.0,0
T000013_fold0_x3,1991-12-31,1988-12-31,6614.7227,3655.1558,4094.335,4164.128,5993.507,4756.1035,4047.646,2968.3372,3870.9995,3964.0073,4084.2,3871.0,0
T000031_fold0_x4,1989-12-31,1988-12-31,5840.536,5847.7617,5483.3667,5789.33,5573.301,5860.1353,5573.591,5765.7407,5360.593,5667.4,5025.0,5360.6,0
T000031_fold0_x4,1990-12-31,1988-12-31,6409.437,6101.79,5495.58,6220.347,5938.951,6451.266,5644.6953,5786.925,5360.451,5909.6187,5062.6,5360.6,0
T000031_fold0_x4,1991-12-31,1988-12-31,6982.9453,6428.987,5554.6406,6682.1226,6226.0283,7084.966,5632.5957,5824.9043,5360.5435,5862.776,4878.6,5360.6,0
T000035_fold0_x5,1989-12-31,1988-12-31,3378.5767,3274.0193,3044.3113,3329.788,3465.2993,3503.4597,3085.2944,3314.735,2960.3984,3277.3765,3274.64,2960.4,0
T000035_fold0_x5,1990-12-31,1988-12-31,3649.4827,3553.7627,3100.3655,3709.8584,3829.9282,3993.8276,3123.1697,3586.083,2960.3953,3549.2134,3970.12,2960.4,0
T000035_fold0_x5,1991-12-31,1988-12-31,4041.2126,3744.72,3122.2944,4100.3696,4172.128,4520.8506,3114.5781,3699.0884,2960.3984,3480.5823,5589.92,2960.4,0
T000043_fold0_x6,1989-12-31,1988-12-31,4619.7295,4993.9033,4829.929,4531.4233,4738.774,4743.2,4837.424,4759.57,4660.7734,4658.1934,4598.9,4660.8,0
T000043_fold0_x6,1990-12-31,1988-12-31,4739.2266,5289.441,4801.711,4691.6553,4996.4272,4897.625,4918.4043,4834.0205,4660.3716,4655.4966,4356.6,4660.8,0
T000043_fold0_x6,1991-12-31,1988-12-31,4867.408,5510.5957,4805.4155,4927.547,5192.676,5118.1934,4906.182,4921.3237,4660.2485,4668.286,4016.2,4660.8,0
T000048_fold0_x7,1989-12-31,1988-12-31,6424.008,6654.648,6079.412,6490.303,6213.9873,6637.49,6224.282,6264.9927,5946.8086,6096.387,6402.27,5946.81,0
T000048_fold0_x7,1990-12-31,1988-12-31,6673.787,7048.207,6094.5576,7107.7056,6612.1855,7686.631,6246.1895,6026.32,5946.7847,6155.962,7184.37,5946.81,0
T000048_fold0_x7,1991-12-31,1988-12-31,6819.297,7350.77,6451.538,7642.335,6733.661,8752.327,6221.897,6028.637,5946.806,6195.391,7854.54,5946.81,0
T000054_fold0_x8,1989-12-31,1988-12-31,3084.5068,3309.6165,3101.1064,3226.7827,2895.3013,3172.0742,3268.5635,2937.9673,3128.8896,3151.7598,3204.4,3128.9,0
T000054_fold0_x8,1990-12-31,1988-12-31,3144.4673,3271.6667,2944.565,3670.2256,2492.2542,2901.3467,3310.147,2862.8647,3128.9363,3157.4065,2357.91,3128.9,0
T000054_fold0_x8,1991-12-31,1988-12-31,3143.9932,3186.354,3266.8037,4377.8486,2174.545,2926.664,3289.4795,2833.2114,3129.2043,3218.989,2576.76,3128.9,0
T000057_fold0_x9,1989-12-31,1988-12-31,4319.288,4533.808,4345.4697,4501.5327,4245.019,4406.9507,4471.952,4451.9863,4304.579,4305.7544,4937.6,4304.6,0
T000057_fold0_x9,1990-12-31,1988-12-31,4430.0996,4702.0586,4377.084,4732.2637,4309.9927,4605.4204,4542.1675,4554.433,4304.447,4302.093,5960.8,4304.6,0
T000057_fold0_x9,1991-12-31,1988-12-31,4631.273,4957.2036,4376.5225,4991.0864,4387.469,4850.284,4530.0303,4646.491,4304.4165,4314.6133,6573.6,4304.6,0
T000059_fold0_x10,1989-12-31,1988-12-31,6473.8193,6140.485,6086.146,7228.568,7658.9365,6973.6436,6819.75,6560.955,6565.698,6577.1187,7277.95,6565.7,0
T000059_fold0_x10,1990-12-31,1988-12-31,6797.61,6490.2056,7017.511,7082.495,8210.837,7423.578,6922.565,6718.196,6564.911,6576.3955,7191.25,6565.7,0
T000059_fold0_x10,1991-12-31,1988-12-31,7450.7695,7180.635,6133.5615,7130.546,8425.273,8015.0615,6901.4907,7199.7456,6565.0796,6587.606,6512.65,6565.7,0
T000066_fold0_x11,1989-12-31,1988-12-31,4299.028,4555.568,4329.6963,4310.831,4211.376,4407.462,4466.7925,4269.669,4302.8374,4315.627,4452.2,4302.8,0
T000066_fold0_x11,1990-12-31,1988-12-31,4415.34,4721.712,4278.5044,4519.9263,4439.206,4403.3223,4545.597,4191.9976,4303.0806,4319.7935,4772.8,4302.8,0
T000066_fold0_x11,1991-12-31,1988-12-31,4549.307,4851.0425,4408.0845,4793.1294,4497.0405,4449.6797,4531.185,4140.409,4304.789,4356.6714,4898.4,4302.8,0
T000075_fold0_x12,1989-12-31,1988-12-31,3771.7437,3950.642,3944.4043,3811.5063,3900.4353,3797.4963,3882.2212,4035.4783,3748.4954,3744.3901,5037.5,3748.5,0
T000075_fold0_x12,1990-12-31,1988-12-31,4023.627,4218.8228,3885.3804,4104.6406,4243.3047,3990.736,3957.1477,4264.805,3748.4417,3739.1624,5697.5,3748.5,0
T000075_fold0_x12,1991-12-31,1988-12-31,4283.5864,4442.3936,3885.234,4500.337,4537.499,4297.367,3953.2075,4402.175,3748.4607,3763.4026,5986.5,3748.5,0
T000078_fold0_x13,1989-12-31,1988-12-31,8106.1313,8389.712,7926.9707,8466.203,9189.73,8109.498,8230.363,7981.419,7911.4985,8503.416,8203.5,7911.5,0
T000078_fold0_x13,1990-12-31,1988-12-31,8039.667,8346.844,7754.779,8998.916,9150.158,8491.948,8329.261,8011.72,7908.812,9014.581,9098.5,7911.5,0
T000078_fold0_x13,1991-12-31,1988-12-31,8292.083,8612.369,8334.746,9621.723,8779.526,8950.634,8303.63,7954.588,7910.7324,8882.778,3828.5,7911.5,0
T000079_fold0_x14,1989-12-31,1988-12-31,5756.2646,5784.8486,5803.0874,5646.962,6147.694,5984.4673,6088.6426,5814.7974,5859.002,5874.796,6929.8,5859.0,0
T000079_fold0_x14,1990-12-31,1988-12-31,5932.282,6067.8965,5866.9727,5704.672,6469.0405,5782.6587,6185.2046,5797.579,5859.1787,5882.8945,7320.0,5859.0,0
T000079_fold0_x14,1991-12-31,1988-12-31,5846.382,6321.7856,5747.547,5951.179,6363.747,5786.7324,6160.6035,5739.801,5859.36,5920.4795,7506.6,5859.0,0
T000082_fold0_x15,1989-12-31,1988-12-31,3049.673,3312.3599,3147.2778,3063.2773,3031.3635,3128.3796,3216.4702,3090.511,3094.7412,3104.9875,3110.79,3094.71,0
T000082_fold0_x15,1990-12-31,1988-12-31,3082.2432,3524.053,3127.761,3220.8767,3054.4924,3119.7388,3273.9456,3099.82,3094.9512,3109.742,3272.7,3094.71,0
T000082_fold0_x15,1991-12-31,1988-12-31,3117.036,3661.209,3161.44,3415.2793,3109.6733,3137.741,3262.0774,3093.8313,3095.3984,3136.8828,3715.08,3094.71,0
T000085_fold0_x16,1989-12-31,1988-12-31,7900.801,8228.853,7552.8525,7984.2344,7804.0166,7766.193,7642.8794,7287.492,7328.248,8207.018,7219.31,7328.25,0
T000085_fold0_x16,1990-12-31,1988-12-31,8529.082,8620.024,7402.621,8586.793,8357.483,8642.1875,7701.3926,6593.131,7327.8193,8942.594,6548.4,7328.25,0
