unique_id,ds,cutoff,DLinear,DeepNPTS,KAN,MLP,NBEATS,NHITS,NLinear,PatchTST,TFT,TiDE,y,SeasonalNaive
T000000,1987-04-30,1987-01-31,4.2668557,4.1098466,4.5042963,4.63198,4.5861206,2.2777147,5.249892,4.1133475,5.6208124,2.7412488,5.1,1.14
T000000,1987-07-31,1987-01-31,4.453433,4.109997,4.9643335,4.8788967,5.06898,4.0921416,7.462912,3.984907,7.662419,3.7964609,4.3,1.03
T000001,1991-04-30,1991-01-31,162.28458,159.99805,165.02534,165.72835,163.41139,163.09517,164.22647,160.04266,163.90036,160.84561,201.0,123.0
T000001,1991-07-31,1991-01-31,163.91301,159.99995,170.88855,162.08875,165.12856,161.36792,164.04112,158.40567,167.66994,155.51096,214.0,118.0
T000002,1989-04-30,1989-01-31,345.68378,322.97437,388.71594,355.29285,373.5874,335.36725,334.78012,323.55786,323.20355,296.85406,330.0,289.0
T000002,1989-07-31,1989-01-31,336.41675,322.99945,465.3887,304.1802,330.01804,330.26392,317.13,302.15112,290.36374,263.09998,318.0,214.0
T000003,2004-01-31,2003-10-31,38045.86,43637.336,39826.773,39726.65,38569.566,36888.906,34485.465,34729.414,38006.152,38728.86,41235.1,36602.0
T000003,2004-04-30,2003-10-31,42399.797,43658.18,42833.637,43230.797,41953.312,36429.492,35560.285,37119.066,41509.64,39572.844,46557.6,40931.4
T000004,1988-01-31,1987-10-31,794377.8,791007.6,809994.1,791677.25,792586.0,813551.75,798433.75,791176.1,784533.6,801307.1,772214.0,722636.0
T000004,1988-04-30,1987-10-31,791800.2,791014.8,832137.7,789402.75,788221.94,803586.9,790835.9,784993.75,709565.06,785241.3,818797.0,701800.0
T000005,1988-04-30,1988-01-31,710.45184,701.1933,718.406,705.1963,706.5186,720.4635,716.3113,701.34607,750.55786,708.55945,740.84,619.83
T000005,1988-07-31,1988-01-31,704.91815,701.1999,738.4807,664.3007,666.5997,711.0683,706.62396,695.7413,721.6492,684.988,663.86,564.64
T000006,1982-04-30,1982-01-31,45.865612,48.161537,45.63287,49.106865,47.160133,42.687817,44.473938,42.2503,31.775593,44.1529,30.7,16.8
T000006,1982-07-31,1982-01-31,52.212654,48.17537,47.628204,49.970898,48.47834,44.277355,47.108932,43.836056,32.23875,45.46191,26.8,23.0
T000007,1991-04-30,1991-01-31,183.67987,182.17,182.75017,185.03294,182.65694,186.5397,184.37854,182.16963,174.02342,184.86012,140.53,169.68
T000007,1991-07-31,1991-01-31,185.09192,182.17,182.94202,183.19768,182.42589,186.77737,186.09032,182.16995,167.9992,184.5878,166.56,167.6
T000008,1988-01-31,1987-10-31,3497.6846,4131.0234,3606.6587,3196.3918,2962.4868,3147.779,2687.0789,2905.2202,3729.47,3233.3306,3253.0,1015.0
T000008,1988-04-30,1987-10-31,4889.417,4133.892,4020.428,4867.7236,4480.7334,3119.2368,3029.6863,3234.056,4536.005,3675.6013,2742.0,3712.0
T000009,1990-04-30,1990-01-31,12103.7,10879.436,10382.131,9519.815,9854.342,10759.645,9838.694,9716.893,9075.287,10376.078,8861.0,15518.0
T000009,1990-07-31,1990-01-31,13258.677,10882.155,10774.547,10534.043,10271.164,10739.3,9729.973,10028.758,8957.986,10447.378,11380.0,12623.0
T000010,1991-10-31,1991-07-31,176.45082,175.0,175.58017,177.75043,175.46727,179.12027,177.15836,174.99963,167.17433,177.53583,135.0,163.0
T000010,1992-01-31,1991-07-31,177.8072,175.0,175.77202,175.98705,175.24467,179.43668,178.8962,174.99995,161.38316,177.33104,160.0,161.0
T000011,1984-04-30,1984-01-31,335.2546,330.99326,330.54962,318.69363,314.04697,339.05853,327.9254,329.9562,247.20764,332.39117,227.0,278.0
T000011,1984-07-31,1984-01-31,353.90875,330.99567,330.8997,340.35092,338.5804,338.35538,333.9164,330.2344,320.67856,341.03085,319.0,320.0
T000012,1994-04-30,1994-01-31,680.2989,677.99023,703.1267,667.6632,669.8166,694.20605,677.68713,678.2133,702.0414,686.8066,795.0,610.0
T000012,1994-07-31,1994-01-31,689.09546,677.99976,732.44275,692.7875,695.85016,687.2726,677.82697,670.0284,731.7854,669.4508,844.0,639.0
T000013,1988-01-31,1987-10-31,29677.61,29284.86,29648.371,29732.383,29613.193,30254.967,29713.568,29288.084,29335.695,30053.998,26278.0,28628.0
T000013,1988-04-30,1987-10-31,29351.164,29284.996,30072.326,28005.627,27926.818,29880.434,29338.326,29169.719,26066.865,29405.652,28641.0,26204.0
T000014,1988-04-30,1988-01-31,139238.06,136470.16,135888.56,141198.16,140259.34,139867.75,137018.58,135110.56,141843.44,141643.5,122733.0,143642.0
T000014,1988-07-31,1988-01-31,138632.97,136473.33,136347.48,135176.45,133594.53,138185.44,135511.78,135475.3,136307.12,137831.42,144710.0,128780.0
T000015,1988-04-30,1988-01-31,37261.12,36817.758,40009.703,34841.383,33609.145,37848.27,36293.35,36846.086,40409.145,36565.13,28852.0,25295.0
