unique_id,ds,cutoff,AutoTFT,AutoNBEATS,AutoTiDE,AutoNLinear,AutoKAN,AutoMLP,AutoDLinear,AutoNHITS,AutoDeepNPTS,AutoPatchTST,y,SeasonalNaive,fold
2_fold0_x0,2010-09-13,2010-09-12,-0.31429487,-0.31962532,-0.33875915,-0.31735015,-0.31458658,-0.33633214,-0.3234172,-0.31845945,-0.3217802,-0.318119,-0.3057220770007786,-0.3588086031214699,0
2_fold0_x0,2010-09-14,2010-09-12,-0.3145938,-0.32203028,-0.32926962,-0.31207162,-0.31257337,-0.3305488,-0.3174171,-0.3184468,-0.32221326,-0.3055301,-0.3182789336159355,-0.3588086031214699,0
2_fold0_x0,2010-09-15,2010-09-12,-0.3134079,-0.31127167,-0.32599425,-0.29293102,-0.3101535,-0.33887094,-0.3148989,-0.31677198,-0.32652092,-0.28797898,-0.2988834197057558,-0.4392207810608353,0
2_fold0_x0,2010-09-16,2010-09-12,-0.31293303,-0.30839652,-0.34475967,-0.29464567,-0.31234086,-0.32918137,-0.3130051,-0.31579176,-0.32704753,-0.28059354,-0.2820089362390801,-0.4838072811651123,0
2_fold0_x0,2010-09-17,2010-09-12,-0.31267732,-0.30185643,-0.32945028,-0.28303057,-0.30915827,-0.33716637,-0.30120176,-0.31304312,-0.32705536,-0.27341,-0.2516599797122953,-0.4848504661762175,0
2_fold0_x0,2010-09-18,2010-09-12,-0.31252426,-0.29635942,-0.34735203,-0.2656971,-0.30749702,-0.31984007,-0.30678573,-0.31121573,-0.33111525,-0.26499444,-0.259425912572746,-0.4814021601672857,0
2_fold0_x0,2010-09-19,2010-09-12,-0.31244057,-0.30777368,-0.3359786,-0.2780001,-0.3057319,-0.32706296,-0.3081298,-0.3092198,-0.33441946,-0.25855452,-0.2600923918853954,-0.5338222069753266,0
2_fold0_x0,2010-09-20,2010-09-12,-0.3123939,-0.3006196,-0.30548555,-0.29514372,-0.3078046,-0.33247414,-0.30477047,-0.3077899,-0.34236124,-0.25366718,-0.2370650486772943,-0.566556966258991,0
2_fold0_x0,2010-09-21,2010-09-12,-0.31236744,-0.28514826,-0.30760473,-0.30422655,-0.30674925,-0.3416657,-0.30595908,-0.30659702,-0.3266136,-0.2516861,-0.2250973984110033,-0.566556966258991,0
2_fold0_x0,2010-09-22,2010-09-12,-0.31235176,-0.29242662,-0.32450756,-0.28709713,-0.3061759,-0.32738754,-0.30248702,-0.30636546,-0.33878225,-0.2499765,-0.2240831907613173,-0.5599404687348506,0
2_fold0_x0,2010-09-23,2010-09-12,-0.31234246,-0.29612502,-0.32990232,-0.28432262,-0.3039496,-0.3332488,-0.30904114,-0.30620134,-0.32584566,-0.24521576,-0.3819711740161954,-0.5527251057413719,0
2_fold0_x0,2010-09-24,2010-09-12,-0.3123368,-0.30120295,-0.34507275,-0.2895657,-0.3087125,-0.3346393,-0.29980257,-0.30637968,-0.32320458,-0.24301177,-0.3398767269940031,-0.5957081918470992,0
2_fold0_x0,2010-09-25,2010-09-12,-0.3123331,-0.29751313,-0.32168952,-0.296094,-0.30694276,-0.32957786,-0.31149414,-0.30619332,-0.33652565,-0.24432984,-0.3452568570975741,-0.6725561543318553,0
2_fold0_x0,2010-09-26,2010-09-12,-0.31233054,-0.30251247,-0.31773776,-0.30412766,-0.30205753,-0.3344353,-0.31032473,-0.30404377,-0.33230406,-0.2502732,-0.3452568570975741,-0.6195179238135303,0
4_fold0_x1,2010-09-13,2010-09-12,0.3239503,0.3203651,0.33120996,0.3219766,0.32561332,0.32701233,0.32709372,0.3259742,0.32771438,0.32652932,0.3306593770627953,0.7473964260220886,0
4_fold0_x1,2010-09-14,2010-09-12,0.32564098,0.32098058,0.32493553,0.34072435,0.3253304,0.33654764,0.3229851,0.32609835,0.32671386,0.32911578,0.3298561207040856,0.7473964260220886,0
4_fold0_x1,2010-09-15,2010-09-12,0.3289851,0.31090182,0.31893182,0.34723353,0.32577425,0.33742645,0.32996923,0.32653952,0.33104825,0.33082187,0.3310418800907539,0.7407791236384301,0
