unique_id,ds,cutoff,AutoTFT,AutoNBEATS,AutoTiDE,AutoNLinear,AutoKAN,AutoMLP,AutoDLinear,AutoNHITS,AutoDeepNPTS,AutoPatchTST,y,SeasonalNaive,fold
105_fold0_x0,2019-06-05,2019-06-04,-0.26923597,-0.301844,-0.23409954,-0.35495096,-0.25974196,-0.39308906,-0.4802399,-0.2708992,-0.34532118,-0.2750886,-0.29845016930059104,-0.32771451913991406,0
105_fold0_x0,2019-06-06,2019-06-04,0.14621608,0.060569786,-0.07734119,-0.12003469,-0.10632612,-0.19246826,-0.044655964,-0.08211647,-0.14916714,-0.046664584,-0.015561454187135093,-0.29845016930059104,0
105_fold0_x0,2019-06-07,2019-06-04,0.77940327,1.3786267,1.1613404,0.88668644,1.144162,1.0253891,1.0066128,0.9803763,1.0546324,1.2501252,1.54520387057676,-0.03507102074668376,0
105_fold0_x0,2019-06-08,2019-06-04,0.47726345,0.3797735,0.42351747,0.15341106,0.15320738,0.29149982,0.27782077,0.30872807,0.18990348,0.355603,2.2377934834407385,1.5939777869756317,0
105_fold0_x0,2019-06-09,2019-06-04,-0.33305252,-0.2781095,-0.106109045,-0.34214246,-0.41302392,-0.35583943,-0.40070006,-0.4249975,-0.34032822,-0.2259585,0.3453655271645157,0.4526681432420336,0
105_fold0_x0,2019-06-10,2019-06-04,-0.3337656,-0.26243216,-0.23973352,-0.36224282,-0.3117266,-0.26145422,-0.3451687,-0.2948903,-0.3438454,-0.2824237,-0.32771451913991406,-0.29845016930059104,0
105_fold0_x0,2019-06-11,2019-06-04,-0.3336324,-0.27937776,-0.24666387,-0.3535519,-0.33300903,-0.37002167,-0.21162662,-0.33117202,-0.3186861,-0.26218855,-0.2886953860208167,-0.32771451913991406,0
105_fold0_x0,2019-06-12,2019-06-04,-0.34003475,-0.22765958,-0.12539892,-0.38282478,-0.2142547,-0.44217628,-0.41555682,-0.28450269,-0.34562948,-0.23500374,-0.3082049525803654,-0.32771451913991406,0
105_fold0_x0,2019-06-13,2019-06-04,-0.14751615,0.090605326,0.031926565,-0.11663037,-0.06834905,-0.38128242,-0.057238907,-0.04826805,-0.16029622,-0.035573933,-0.1326188535444272,-0.32771451913991406,0
105_fold0_x0,2019-06-14,2019-06-04,0.74196535,1.4061246,1.1723305,0.882799,1.1367435,1.0823547,0.90374815,1.003141,1.0914773,1.2764893,1.3988821213801446,-0.14237363682420154,0
105_fold0_x0,2019-06-15,2019-06-04,0.4650026,0.408127,0.38643438,0.13205388,0.14916469,0.23364769,0.23337409,0.35699147,0.19961627,0.37707055,0.3258559606049669,1.437901254499242,0
105_fold0_x0,2019-06-16,2019-06-04,-0.22258641,-0.2714463,-0.25494933,-0.37458405,-0.4111421,-0.2605153,-0.3432995,-0.38091403,-0.33067676,-0.24841914,-0.31795973586013976,0.3453655271645157,0
105_fold0_x0,2019-06-17,2019-06-04,-0.2612049,-0.2462354,-0.20310877,-0.36118427,-0.23805247,-0.26084867,-0.30751932,-0.30090922,-0.3391292,-0.2126981,-0.36673365225901144,-0.2789406027410423,0
105_fold0_x0,2019-06-18,2019-06-04,-0.29536605,-0.2978828,-0.23330212,-0.35521826,-0.27223402,-0.34644368,-0.2864527,-0.34351513,-0.33323205,-0.2229632,-0.3082049525803654,-0.28869538602081674,0
108_fold0_x1,2019-06-05,2019-06-04,0.020550534,0.03939739,0.053965136,0.0033357888,0.019750025,0.009639457,0.0038119704,0.042118333,-0.011554077,0.025086328,0.01398260049212321,-0.06735554571550455,0
108_fold0_x1,2019-06-06,2019-06-04,-0.36803925,-0.32072526,-0.34143186,-0.27148175,-0.32541245,-0.33252972,-0.35047007,-0.30311334,-0.27380309,-0.28988504,-0.3527283637659952,-0.10388878087655769,0
108_fold0_x1,2019-06-07,2019-06-04,-0.57483864,-0.5642964,-0.5650899,-0.44543052,-0.4433461,-0.5836917,-0.5709305,-0.51504004,-0.53293127,-0.57046163,-0.5540058103136843,-0.3547962827373756,0
108_fold0_x1,2019-06-08,2019-06-04,-0.046144336,-0.005211547,0.025007993,-0.05534921,-0.057478555,-0.05381286,-0.09153119,0.011102408,-0.0045767426,-0.04251615,-0.16041189942762107,-0.6243150553406167,0
108_fold0_x1,2019-06-09,2019-06-04,0.016376346,0.04053466,0.0161748,0.0026847273,0.009239748,0.01641114,0.03134735,0.0012465809,0.027772482,0.010945827,0.08635976449043607,-0.16937288163693598,0
108_fold0_x1,2019-06-10,2019-06-04,0.019830287,0.036214396,0.018265203,-0.007858738,-0.011105146,0.018677324,-0.01883053,0.035659283,0.032494698,0.022107273,0.07946670125250149,-0.05012288762066816,0
108_fold0_x1,2019-06-11,2019-06-04,0.0088651925,0.030343264,0.0026930943,0.005951926,-0.017245512,-0.0047388226,0.008187987,0.031367585,0.020298656,0.00433819,0.007089537254188645,-0.07700583424861294,0
108_fold0_x1,2019-06-12,2019-06-04,-0.008223191,0.0097117275,-0.034031015,-0.029278964,0.0011645183,-0.032246925,-0.04184874,0.0381881,-0.019215453,-0.020091116,-0.09492779866724278,-0.0370260674685925,0
108_fold0_x1,2019-06-13,2019-06-04,-0.36974695,-0.33521757,-0.39240342,-0.29908392,-0.34967574,-0.34700033,-0.39922386,-0.3072488,-0.30924973,-0.3360523,-0.4437167985067314,0.025700807996611962,0
108_fold0_x1,2019-06-14,2019-06-04,-0.5534018,-0.56525713,-0.56307334,-0.45777935,-0.45120212,-0.5756665,-0.53504187,-0.5010737,-0.52854115,-0.6006735,-0.6966922193389297,-0.32998125508081116,0
108_fold0_x1,2019-06-15,2019-06-04,-0.05507178,-0.0074182004,-0.031930182,-0.051964074,-0.075761795,-0.0726706,-0.11189768,-0.018930297,-0.021907154,-0.06820895,-0.09768502396241661,-0.6015679466554327,0
108_fold0_x1,2019-06-16,2019-06-04,0.019444779,0.038263932,0.019422874,0.007371977,0.0017884374,-0.0057850927,-0.010457724,0.028072124,0.003410522,-0.0028962642,-0.04254051805894016,-0.05356941923963543,0
108_fold0_x1,2019-06-17,2019-06-04,0.024889588,0.0331818,0.024263054,-0.008990571,-0.023777034,0.006044641,-0.031918593,0.050466962,0.0124540515,-0.010465562,-0.06942346468688493,-0.03289022952583176,0
108_fold0_x1,2019-06-18,2019-06-04,0.02020961,0.037649617,-0.028009444,-0.0028340816,-0.0061879456,-0.012219951,-0.03334578,0.050794333,0.0015973337,-0.011604667,-0.15765467413244724,-0.02186132834513646,0
11_fold0_x2,2019-06-05,2019-06-04,0.47342926,0.5143298,0.5288719,0.3984145,0.53591156,0.37098706,0.61420107,0.5173627,0.55528414,0.50290406,0.400203422393766,0.7779220060267279,0
11_fold0_x2,2019-06-06,2019-06-04,-0.60067946,-0.5413617,-0.67059684,-0.5422183,-0.6297934,-0.5633182,-0.5380508,-0.62430304,-0.36610615,-0.5067791,-0.8088345532977016,0.6645218039203421,0
11_fold0_x2,2019-06-07,2019-06-04,-0.9314583,-0.988353,-1.2416795,-0.8639606,-0.97301733,-1.1339118,-0.76030433,-1.0923076,-0.806871,-1.0820068,-0.9521363012331344,-0.1952886836922555,0
11_fold0_x2,2019-06-08,2019-06-04,0.4376685,0.4837705,0.55558926,0.35214064,0.40158075,0.35223207,0.3961174,0.46416646,0.59879667,0.43099067,-0.9780885862923073,-0.7989614013730163,0
11_fold0_x2,2019-06-09,2019-06-04,0.6773701,0.52422875,0.490971,0.4613099,0.60518706,0.518897,0.69861317,0.50024194,0.63795346,0.5256098,0.4831378985611228,0.6831397475497486,0
11_fold0_x2,2019-06-10,2019-06-04,0.6827326,0.5478445,0.56382805,0.44030103,0.5774102,0.5359296,0.6092576,0.531766,0.61390865,0.595448,0.5841261382479043,0.7883593380613952,0
11_fold0_x2,2019-06-11,2019-06-04,0.622298,0.6417791,0.7147792,0.60577357,0.7167018,0.5248446,0.6880367,0.6013284,0.6824252,0.6304178,0.6357486183112591,0.7745369253668358,0
11_fold0_x2,2019-06-12,2019-06-04,0.55467916,0.6499228,0.6360246,0.4924467,0.672632,0.4614448,0.7145108,0.69096386,0.6468648,0.5922215,0.6789083967248835,0.9432267782514597,0
11_fold0_x2,2019-06-13,2019-06-04,-0.4703542,-0.42219666,-0.6817219,-0.48564586,-0.5180043,-0.47956783,-0.40685385,-0.48263723,-0.30893117,-0.52035904,-0.7645464146641131,0.9550745605610821,0
11_fold0_x2,2019-06-14,2019-06-04,-0.9596637,-0.9289967,-1.1962402,-0.8089373,-0.83566344,-1.0506847,-0.6957567,-0.94883305,-0.7868592,-1.0764266,-0.9216705752941055,-0.46129960554877764,0
11_fold0_x2,2019-06-15,2019-06-04,0.39846185,0.5913718,0.4841031,0.42761585,0.54471326,0.39054394,0.46317142,0.52307296,0.6276921,0.48773193,0.5209379659299181,-0.8660988344608765,0
11_fold0_x2,2019-06-16,2019-06-04,0.63946974,0.6573334,0.5818304,0.5314836,0.6760892,0.55342877,0.795534,0.64311785,0.69717884,0.5985627,0.835750467299885,0.5564813128587854,0
11_fold0_x2,2019-06-17,2019-06-04,0.6589644,0.63337505,0.61858046,0.49560782,0.6113278,0.51054037,0.7165388,0.5908778,0.6327504,0.55602175,0.7387114883829776,0.7327875972281664,0
11_fold0_x2,2019-06-18,2019-06-04,0.6515614,0.6806704,0.72971076,0.63775414,0.7390125,0.52145517,0.78372514,0.7115509,0.76875424,0.5816147,0.5220663261498822,0.6236187459466457,0
111_fold0_x3,2019-06-05,2019-06-04,-0.3047287,-0.14003414,-0.11747007,-0.16147758,-0.09178586,-0.15554924,-0.17261346,-0.09703514,-0.1312911,-0.15313528,-0.035141728861969215,0.3134252763016611,0
111_fold0_x3,2019-06-06,2019-06-04,-0.3502972,-0.19530232,-0.17357033,-0.24389285,-0.17105283,-0.32728165,-0.18433847,-0.20018966,-0.18833926,-0.23416224,-0.12144121787274165,0.48239604757800825,0
111_fold0_x3,2019-06-07,2019-06-04,-0.23776744,-0.3191533,-0.37241462,-0.36463538,-0.31979752,-0.4414117,-0.3847518,-0.3425983,-0.31111303,-0.37161058,-0.3033698703819376,0.808675497021139,0
111_fold0_x3,2019-06-08,2019-06-04,-0.19828422,-0.18019494,-0.21735528,-0.12425968,-0.21147561,-0.11914326,-0.10635853,-0.17195618,-0.13441432,-0.19797653,-0.2274366863574441,0.16285469637595906,0
111_fold0_x3,2019-06-09,2019-06-04,-0.18094207,-0.19935702,-0.18515241,-0.09202316,-0.19744031,-0.09574637,-0.168245,-0.17065994,-0.09636386,-0.19472556,-0.3075163923764491,-0.16601632931374125,0
111_fold0_x3,2019-06-10,2019-06-04,-0.13873866,-0.21829055,-0.21034075,-0.111434445,-0.20095089,-0.08393037,-0.14315914,-0.1901454,-0.10919292,-0.18404448,-0.1553908667028053,0.10376675795416897,0
111_fold0_x3,2019-06-11,2019-06-04,-0.1633884,-0.31833097,-0.2786492,-0.22903761,-0.28041363,-0.14628728,-0.26515985,-0.21945745,-0.19620124,-0.2672051,0.31627601017288787,0.5236021098984672,0
111_fold0_x3,2019-06-12,2019-06-04,-0.37279722,-0.3398567,-0.2278764,-0.25388783,-0.17859456,-0.23744321,-0.20708126,-0.19574603,-0.21646807,-0.2979656,0.3727723723481082,-0.3279898447243501,0
111_fold0_x3,2019-06-13,2019-06-04,-0.34986502,-0.3061561,-0.37420017,-0.30071017,-0.20709419,-0.3889001,-0.27315316,-0.26502806,-0.26896128,-0.3268386,-0.35701549868593124,-0.8131329180822059,0
111_fold0_x3,2019-06-14,2019-06-04,-0.29691795,-0.3756817,-0.47081733,-0.40490165,-0.34115463,-0.48057696,-0.38174933,-0.36252886,-0.33277687,-0.42059386,-0.9276805881805886,-0.8704067531313973,0
111_fold0_x3,2019-06-15,2019-06-04,-0.28585863,-0.23908387,-0.2431486,-0.14325821,-0.23379825,-0.16985974,-0.19024906,-0.21116467,-0.1265421,-0.240547,-0.21110975600405477,-1.0163124958132737,0
111_fold0_x3,2019-06-16,2019-06-04,-0.22190423,-0.21533862,-0.26590568,-0.09729977,-0.21645382,-0.15766433,-0.20491338,-0.16445187,-0.09925404,-0.22763154,0.5300810505148915,-0.8240175383177988,0
111_fold0_x3,2019-06-17,2019-06-04,-0.11916378,-0.21383116,-0.25454676,-0.10325429,-0.21319684,-0.11363362,-0.23833293,-0.21348475,-0.09826517,-0.21116233,0.04649292290497767,-0.6760385346386665,0
111_fold0_x3,2019-06-18,2019-06-04,-0.16193792,-0.32505667,-0.37263137,-0.25002763,-0.29925725,-0.16688323,-0.28844178,-0.24122642,-0.2128757,-0.2909211,-0.1219595331220556,0.32949304903039356,0
112_fold0_x4,2019-06-05,2019-06-04,-0.7597502,-0.7506701,-0.7208686,-0.77065915,-0.72099435,-0.81488264,-0.7236934,-0.732192,-0.753951,-0.7704201,-0.6643684616328319,-0.2281267218740116,0
112_fold0_x4,2019-06-06,2019-06-04,-0.8051018,-0.82608575,-0.834674,-0.85315883,-0.81918514,-0.8821594,-0.8137469,-0.8367429,-0.8040047,-0.81745094,-1.0065218528797746,-0.3534244899819237,0
112_fold0_x4,2019-06-07,2019-06-04,-0.8628828,-0.85974133,-0.91459024,-0.8853371,-0.8768115,-0.9249737,-0.9732143,-0.8879206,-0.88011044,-0.8353754,-1.0786792578917361,-0.2398590098302604,0
112_fold0_x4,2019-06-08,2019-06-04,-0.82015556,-0.8117899,-0.8884975,-0.84859246,-0.8559557,-0.8347266,-0.9399757,-0.8394585,-0.8346466,-0.8108797,-1.1129559423129336,-0.35748861587526487,0
112_fold0_x4,2019-06-09,2019-06-04,-0.7822829,-0.7515109,-0.7958351,-0.7645668,-0.7720703,-0.78910273,-0.8508702,-0.80609655,-0.74625105,-0.75752145,-0.8350617491531578,-0.1415531721837834,0
112_fold0_x4,2019-06-10,2019-06-04,-0.76394194,-0.7211079,-0.7906252,-0.71563566,-0.79326546,-0.7110827,-0.7436358,-0.7632911,-0.68209225,-0.734682,-0.7977944815274262,-0.15949667141098742,0
112_fold0_x4,2019-06-11,2019-06-04,-0.7394985,-0.76844674,-0.8092114,-0.7645805,-0.78224474,-0.74347883,-0.73759437,-0.7612033,-0.74994147,-0.76439023,-1.0013841842976263,-0.13580205063660264,0
112_fold0_x4,2019-06-12,2019-06-04,-0.7370338,-0.7641075,-0.7773573,-0.76950556,-0.75441664,-0.7674237,-0.8013708,-0.7393104,-0.75625795,-0.7670305,-0.9536882162663404,-0.12245944864714318,0
112_fold0_x4,2019-06-13,2019-06-04,-0.8139381,-0.7866574,-0.8924457,-0.8366442,-0.824756,-0.8569263,-0.94183207,-0.84961927,-0.8185033,-0.78492576,-1.1282155848181201,-0.0556697570792169,0
112_fold0_x4,2019-06-14,2019-06-04,-0.85916615,-0.7826879,-0.9298605,-0.8619432,-0.84860086,-0.9015882,-1.0018533,-0.88451827,-0.8446018,-0.7972883,-1.1138761217604827,-0.09186348201614136,0
112_fold0_x4,2019-06-15,2019-06-04,-0.79661626,-0.7879555,-0.90397954,-0.8264656,-0.83013093,-0.8106908,-0.918506,-0.8587448,-0.8248736,-0.7927033,-0.9061456114763123,-1.160115138999816,0
112_fold0_x4,2019-06-16,2019-06-04,-0.7930349,-0.759778,-0.8452829,-0.759965,-0.7817392,-0.7757891,-0.77273273,-0.8130205,-0.7587194,-0.78038996,-0.6869128580977807,-0.2971401804401811,0
112_fold0_x4,2019-06-17,2019-06-04,-0.78851134,-0.7439527,-0.81229913,-0.7186024,-0.7684874,-0.70838296,-0.79873514,-0.7918904,-0.7134421,-0.78099847,-0.6946577017813174,-0.2913890588930003,0
112_fold0_x4,2019-06-18,2019-06-04,-0.7620729,-0.78262824,-0.8728615,-0.7748999,-0.7600443,-0.7446567,-0.72409123,-0.78768337,-0.7694479,-0.80513245,-0.6249541086294862,-0.3604025174591698,0
117_fold0_x5,2019-06-05,2019-06-04,-1.6190337,-1.6069045,-1.5583172,-1.6269888,-1.5206016,-1.5660928,-1.4946517,-1.5922244,-1.5738723,-1.6185207,-1.7579660320587884,-0.7476788167260285,0
117_fold0_x5,2019-06-06,2019-06-04,-2.1193523,-2.0334358,-1.8956487,-2.1130507,-1.9147964,-1.9591776,-2.0874567,-1.9932971,-1.7881732,-2.1464756,-2.3243660701803184,-1.246608003911451,0
117_fold0_x5,2019-06-07,2019-06-04,-1.6410621,-1.9465898,-1.8555851,-2.0870316,-1.9480542,-1.8431467,-1.9629499,-1.9347408,-1.7509913,-2.090245,-2.3687547879014414,-1.6496575608192483,0
